year,fips,totalvotes,DEMOCRAT,REPUBLICAN,OTHER,lagDEM,lagREP,lagOTH,Bac,Ass,High,Low,Civilian_labor_force,Unemployed,unemprate
2000,12073,103124,61427,39062,2635,NA,NA,NA,14967,25963,39211,57396,136017,4188,0.030790268863450893
2000,12075,12724,5398,6858,468,NA,NA,NA,6271,9183,6023,2553,14528,570,0.039234581497797356
2000,12077,2410,1017,1317,76,NA,NA,NA,1663,1952,857,356,2645,111,0.04196597353497165
2000,12079,6162,3014,3038,110,NA,NA,NA,3985,4190,2827,1252,7767,319,0.04107119866100167
2000,12081,110221,49177,57952,3092,NA,NA,NA,35777,61485,55468,40059,124326,3993,0.032117175811978184
2000,12083,102956,44665,55141,3150,NA,NA,NA,40813,67271,53477,25626,110190,4501,0.04084762682639078
2000,12085,62013,26620,33970,1423,NA,NA,NA,14183,27263,29608,25413,56861,2393,0.042085084680185014
2000,12086,625449,328808,289533,7108,NA,NA,NA,479353,332997,356040,323399,1091659,48613,0.044531305105348834
2000,12087,33896,16483,16059,1354,NA,NA,NA,9232,17664,18682,15583,45588,1317,0.028889181363516717
2000,12089,23780,6952,16404,424,NA,NA,NA,7398,13415,10795,7364,30549,1018,0.033323513044616844
2000,12091,70680,16948,52093,1639,NA,NA,NA,13471,30515,41193,27250,81126,3016,0.03717673742080221
2000,12093,9853,4588,5057,208,NA,NA,NA,8161,7925,5214,2088,15804,856,0.05416350291065553
2000,12095,280125,140220,134517,5388,NA,NA,NA,104591,148006,171495,150009,504054,15585,0.03091930626480496
2000,12097,55659,28181,26212,1266,NA,NA,NA,23095,37536,32560,17416,90374,3002,0.033217518312789074
2000,12099,433186,269732,152951,10503,NA,NA,NA,134346,219805,237133,226615,546593,23266,0.04256549205716136
2000,12101,142731,69564,68582,4585,NA,NA,NA,57297,93918,70709,33548,151610,5650,0.037266671063913986
2000,12103,398472,200630,184825,13017,NA,NA,NA,109698,203495,215666,157235,475357,15757,0.03314771845160584
2000,12105,168607,75200,90295,3112,NA,NA,NA,82340,109920,85279,48669,233350,9726,0.04167988000857081
2000,12107,26222,12102,13447,673,NA,NA,NA,14160,17833,11261,4507,29619,1276,0.04308045511327189
2000,12113,50319,12802,36274,1243,NA,NA,NA,11385,22829,26071,17881,55471,2144,0.03865082655802131
2000,12115,160942,72853,83100,4989,NA,NA,NA,33164,77323,75869,70446,150154,4850,0.032300171823594445
2000,12117,137634,59174,75677,2783,NA,NA,NA,27523,59280,80922,75491,214509,6546,0.030516202117393677
2000,12109,60746,19502,39546,1698,NA,NA,NA,11037,21117,25485,28560,67048,2001,0.029844290657439446
2000,12111,77989,41559,34705,1725,NA,NA,NA,30463,44627,40796,20562,88254,5122,0.05803702948308292
2000,12119,22261,9637,12127,497,NA,NA,NA,9436,16113,10880,5080,17077,742,0.043450254728582306
2000,12121,12473,4075,8006,392,NA,NA,NA,6286,9118,5626,2462,15561,562,0.03611593085277296
2000,12123,6808,2649,4056,103,NA,NA,NA,3873,5282,2612,1147,8354,415,0.049676801532200145
2000,12125,3826,1407,2332,87,NA,NA,NA,2578,3638,2442,705,4571,201,0.04397287245679282
2000,12127,183654,97304,82357,3993,NA,NA,NA,56982,102353,101929,55961,211550,7213,0.034095958402268964
2000,12129,8587,3838,4512,237,NA,NA,NA,3286,5316,4216,2393,11800,382,0.032372881355932207
2000,12131,18318,5642,12182,494,NA,NA,NA,6934,9323,7899,4682,19592,686,0.035014291547570436
2000,12133,8029,2798,4994,237,NA,NA,NA,4127,5562,3325,1324,9029,412,0.04563074537601063
2000,13001,6099,2093,3940,66,NA,NA,NA,3597,4095,2384,928,8519,457,0.05364479398990492
2000,13003,2071,821,1228,22,NA,NA,NA,1966,1620,606,311,3489,184,0.052737173975351104
2000,13005,2995,956,2010,29,NA,NA,NA,2108,2871,1114,432,4641,210,0.04524886877828054
2000,13007,1519,893,615,11,NA,NA,NA,864,1027,380,272,1735,74,0.04265129682997118
2000,13009,12126,5893,6041,192,NA,NA,NA,7795,10076,5978,4596,18875,905,0.04794701986754967
2000,13011,4533,1220,3202,111,NA,NA,NA,3255,3603,1733,810,7768,233,0.029994850669412976
2000,13013,12102,3657,7925,520,NA,NA,NA,7824,10551,7746,3196,25014,747,0.029863276565123532
2000,13015,22781,7508,14720,553,NA,NA,NA,13722,16676,11430,6881,40350,1475,0.036555142503097895
2000,13017,4661,2234,2381,46,NA,NA,NA,3758,4090,2096,1046,8112,391,0.04820019723865878
2000,13019,4410,1640,2718,52,NA,NA,NA,3550,3615,2300,986,8015,318,0.0396756082345602
2000,13021,49776,24996,24071,709,NA,NA,NA,22212,30893,23559,20799,69989,2997,0.04282101473088628
2000,13023,3749,1273,2436,40,NA,NA,NA,2054,2599,1706,909,5145,215,0.04178814382896016
2000,13025,4566,1372,3118,76,NA,NA,NA,2553,4402,1747,580,6754,282,0.041753035238377256
2000,13027,4551,2096,2406,49,NA,NA,NA,3403,3875,1995,1182,7521,344,0.04573859859061295
2000,13029,7059,2172,4835,52,NA,NA,NA,3013,4704,3845,2771,11543,359,0.031101100233907997
2000,13031,14782,5561,8990,231,NA,NA,NA,6340,8531,6566,7303,27152,1043,0.03841337654684738
2000,13033,7135,3720,3381,34,NA,NA,NA,4688,4935,2444,1271,9131,458,0.05015879969335232
2000,13035,5635,2281,3198,156,NA,NA,NA,3946,5208,2779,1122,9026,411,0.04553512076224241
2000,13037,1887,1107,768,12,NA,NA,NA,1475,1444,859,499,2346,152,0.06479113384484228
2000,13039,10119,3636,6371,112,NA,NA,NA,4029,7990,8208,3846,17712,640,0.036133694670280034
2000,13043,2722,1053,1643,26,NA,NA,NA,2655,1804,1081,626,3966,183,0.046142208774583963
2000,13045,25741,8752,16326,663,NA,NA,NA,15474,18292,10870,8828,44637,1651,0.03698725272755785
2000,13047,17721,5470,12033,218,NA,NA,NA,8445,12267,9662,4857,29536,787,0.026645449620801735
2000,13049,2816,1015,1770,31,NA,NA,NA,2236,2695,1066,407,3929,160,0.04072283023670145
2000,13051,76475,37590,37847,1038,NA,NA,NA,29279,39766,41820,36984,111047,3947,0.03554350860446478
2000,13053,1207,600,590,17,NA,NA,NA,720,1484,2608,1605,2619,213,0.08132875143184422
2000,13055,6477,2729,3640,108,NA,NA,NA,6753,5909,3082,1310,11576,434,0.03749136143745681
2000,13057,52348,12295,38033,2020,NA,NA,NA,14185,24882,27484,24590,82374,2116,0.02568771699808192
2000,13059,28904,15167,11850,1887,NA,NA,NA,9828,11205,10166,20646,53962,1836,0.03402394277454505
2000,13061,1277,821,448,8,NA,NA,NA,790,787,415,223,1335,73,0.05468164794007491
2000,13063,61402,40042,19966,1394,NA,NA,NA,28221,45143,44646,23544,125561,4193,0.03339412715731796
2000,13065,1929,816,1091,22,NA,NA,NA,1802,1421,700,457,2752,147,0.0534156976744186
2000,13067,235027,86676,140494,7857,NA,NA,NA,44314,82038,111819,157178,358689,9949,0.02773712045811274
2000,13069,9430,3593,5756,81,NA,NA,NA,8019,7513,4979,2287,17071,785,0.0459844180188624
2000,13071,9972,3297,6589,86,NA,NA,NA,9170,9344,4634,2979,19258,885,0.045954927822203756
2000,13073,36008,8969,26660,379,NA,NA,NA,6860,14576,17054,18072,46982,1359,0.02892597164871653
2000,13075,3944,1639,2279,26,NA,NA,NA,3501,3554,2019,802,7225,327,0.04525951557093426
2000,13077,31226,9056,21327,843,NA,NA,NA,10442,18664,16006,11709,48441,1587,0.03276150368489503
2000,13079,3567,1513,1987,67,NA,NA,NA,2636,3189,1676,549,5841,231,0.03954802259887006
2000,13081,5609,2268,3285,56,NA,NA,NA,4681,4727,2549,1752,9682,450,0.04647800041313778
2000,13083,5049,1628,3333,88,NA,NA,NA,3207,2955,2507,1059,7668,229,0.029864371413667188
2000,13085,5898,1458,4210,230,NA,NA,NA,2207,3565,3037,1943,8980,241,0.02683741648106904
2000,13087,7648,3398,4187,63,NA,NA,NA,5346,5914,4237,2136,12239,548,0.04477489991012338
2000,13089,219980,154509,58807,6664,NA,NA,NA,64260,87359,122273,156089,379055,12402,0.03271820712033874
2000,13091,5877,2326,3472,79,NA,NA,NA,4214,4577,2261,1449,8464,400,0.04725897920604915
2000,13093,3520,1901,1588,31,NA,NA,NA,2305,2765,1535,704,4770,227,0.04758909853249476
2000,13095,29064,16650,12248,166,NA,NA,NA,15286,16397,15994,10347,41285,2141,0.05185902870291874
2000,13097,30964,11162,18893,909,NA,NA,NA,11066,20316,16020,11285,51166,1505,0.02941406402689286
2000,13099,3585,1622,1938,25,NA,NA,NA,2485,2635,1763,989,5329,265,0.04972790392193657
2000,13101,898,272,614,12,NA,NA,NA,857,772,357,181,1848,63,0.03409090909090909
2000,13103,10650,3232,7326,92,NA,NA,NA,4891,9351,5730,3157,18917,592,0.03129460273827774
2000,13105,5853,2527,3262,64,NA,NA,NA,4463,5342,2471,1341,9663,504,0.05215771499534306
2000,13107,6263,2835,3343,85,NA,NA,NA,5191,4735,2185,1354,9883,556,0.05625822118789841
2000,13109,3080,1217,1841,22,NA,NA,NA,2241,2564,1147,588,4668,201,0.043059125964010285
2000,13111,8390,2736,5463,191,NA,NA,NA,4152,5564,3084,1491,9027,350,0.0387725711753628
2000,13113,42449,11912,29338,1199,NA,NA,NA,4502,14174,18993,21347,49508,1307,0.026399773773935525
2000,13115,26825,10282,16194,349,NA,NA,NA,16736,19489,13159,9267,44476,1688,0.03795305333213418
2000,13117,35755,6694,27769,1292,NA,NA,NA,9286,15272,17979,22490,56976,1361,0.023887250772254984
2000,13119,5762,2040,3659,63,NA,NA,NA,4434,5039,2585,1390,9887,385,0.03894002225144129
2000,13121,263212,152039,104870,6303,NA,NA,NA,84370,102246,122717,218405,427776,14643,0.03423053186714542
2000,13123,7370,2230,4941,199,NA,NA,NA,5348,5232,3110,2028,11247,371,0.032986574197563796
2000,13125,1020,249,763,8,NA,NA,NA,598,711,341,114,1184,48,0.04054054054054054
2000,13127,22384,7778,14346,260,NA,NA,NA,7965,13107,13080,10654,34626,1212,0.03500259920291111
2000,13129,12205,4032,7944,229,NA,NA,NA,9713,9723,6034,3020,24190,810,0.033484911120297646
2000,13131,6703,2721,3894,88,NA,NA,NA,4586,5956,2856,1590,10948,483,0.04411764705882353
2000,13133,5197,2137,2980,80,NA,NA,NA,2846,3165,1821,1676,6340,279,0.044006309148264984
2000,13135,191111,61434,121756,7921,NA,NA,NA,47372,81979,116370,126907,344558,9372,0.027200065010825464
2000,13137,9691,2530,6964,197,NA,NA,NA,6846,7931,5006,3718,18275,636,0.034801641586867306
2000,13139,38150,10259,26841,1050,NA,NA,NA,25604,25680,19276,16261,73188,2152,0.029403727387003333
2000,13141,3086,2414,662,10,NA,NA,NA,2499,2281,1192,646,3257,254,0.07798587657353392
2000,13143,8167,2869,5153,145,NA,NA,NA,6219,6075,3002,1518,12334,436,0.03534944057077996
2000,13145,8562,2912,5554,96,NA,NA,NA,3416,4774,4609,3432,12842,401,0.031225665784145772
2000,13147,7536,3192,4242,102,NA,NA,NA,4580,5841,3271,2146,11314,447,0.03950857344882446
2000,13149,3198,1178,1947,73,NA,NA,NA,2388,2929,1190,513,5099,201,0.03941949401843499
2000,13151,38867,11971,25815,1081,NA,NA,NA,11907,25901,22933,14760,67159,1785,0.02657871618100329
2000,13153,36988,13301,23174,513,NA,NA,NA,10842,22344,22215,13637,53336,1799,0.03372956352182391
2000,13155,2852,1105,1720,27,NA,NA,NA,2001,2384,1200,611,4516,208,0.046058458813108945
2000,13157,11635,3420,7878,337,NA,NA,NA,8570,9541,5585,3153,21251,670,0.031527928097501295
2000,13159,3943,1558,2298,87,NA,NA,NA,2279,2799,1584,869,5748,184,0.032011134307585246
2000,13161,4221,1379,2797,45,NA,NA,NA,2950,2847,1486,753,5755,264,0.04587315377932233
2000,13163,5566,2973,2559,34,NA,NA,NA,4477,3668,1669,985,6729,447,0.0664288898796255
2000,13165,2593,1250,1317,26,NA,NA,NA,2026,1753,979,577,3707,194,0.05233342325330456
2000,13167,2883,1065,1797,21,NA,NA,NA,1957,2052,793,404,3383,203,0.06000591191250369
2000,13169,8068,3102,4850,116,NA,NA,NA,3405,6314,3354,2310,11731,449,0.038274656891995565
2000,13171,5230,2194,2912,124,NA,NA,NA,2931,3789,2356,1151,8006,356,0.04446665001249063
2000,13173,1904,832,1048,24,NA,NA,NA,1479,1535,1079,394,3317,162,0.048839312631896295
2000,13175,14036,5724,8133,179,NA,NA,NA,8564,10718,5421,4172,21297,962,0.04517068131661736
2000,13177,7884,1936,5872,76,NA,NA,NA,2810,5393,4283,2550,13081,444,0.033942359146854215
2000,13179,9972,5347,4455,170,NA,NA,NA,4074,10545,11709,4469,19522,1019,0.052197520745825225
2000,13181,3103,1275,1807,21,NA,NA,NA,1652,2071,1404,574,3751,213,0.05678485737136763
2000,13183,2314,975,1320,19,NA,NA,NA,1421,2300,1483,323,4297,155,0.036071677914824296
2000,13185,25432,10616,14462,354,NA,NA,NA,12119,16587,14866,10665,43232,1913,0.044249629903774984
2000,13187,6750,2121,4427,202,NA,NA,NA,3551,3849,3031,2234,10854,319,0.029390086604016954
2000,13193,4355,2757,1566,32,NA,NA,NA,3253,3112,1595,884,5390,355,0.06586270871985157
2000,13195,7993,2285,5529,179,NA,NA,NA,4932,6891,3219,1839,13734,443,0.03225571574195427
2000,13197,2184,982,1187,15,NA,NA,NA,1533,1603,905,396,3305,130,0.039334341906202726
2000,13189,6550,2580,3926,44,NA,NA,NA,4475,4731,2666,1570,9851,432,0.043853415896863264
2000,13191,3837,2047,1766,24,NA,NA,NA,2010,2641,1549,778,4866,207,0.04254007398273736
2000,13199,6709,3441,3162,106,NA,NA,NA,4941,5146,2788,1559,10082,454,0.04503074786748661
2000,13201,2150,783,1349,18,NA,NA,NA,1326,1536,937,482,3237,133,0.0410874266295953
2000,13205,5799,2971,2790,38,NA,NA,NA,5198,5298,3111,1365,9859,502,0.050917942996247086
2000,13207,7541,2839,4561,141,NA,NA,NA,3161,5493,3103,2428,11295,415,0.036741921204072596
2000,13209,2509,1013,1465,31,NA,NA,NA,1459,2013,948,688,3898,222,0.056952283222165216
2000,13211,5902,2238,3524,140,NA,NA,NA,2637,3752,1846,1890,8132,277,0.03406296114117068
2000,13213,8372,2684,5539,149,NA,NA,NA,8881,8069,4213,1640,19512,652,0.03341533415334153
2000,13215,52163,28193,23479,491,NA,NA,NA,24044,32127,34694,23180,83224,3905,0.04692156108814765
2000,13217,18375,6703,11127,545,NA,NA,NA,9900,13601,9951,5692,32130,1040,0.03236850295673825
2000,13219,11168,3184,7611,373,NA,NA,NA,2192,3850,3875,6553,14270,362,0.02536790469516468
2000,13221,4385,1519,2706,160,NA,NA,NA,2355,3158,1605,1318,6594,199,0.030178950561116167
2000,13223,24260,6743,16881,636,NA,NA,NA,9685,19702,13367,7668,45527,1207,0.02651174028598414
2000,13225,7137,3540,3525,72,NA,NA,NA,3741,4667,3291,2356,10756,486,0.04518408330234288
2000,13227,8201,2489,5488,224,NA,NA,NA,4728,5259,3402,2479,12420,371,0.029871175523349437
2000,13229,4681,1300,3348,33,NA,NA,NA,3062,4174,1875,1020,7600,304,0.04
2000,13231,4885,1413,3358,114,NA,NA,NA,2183,3539,1874,1237,6946,254,0.03656780881082637
2000,13233,10116,4112,5841,163,NA,NA,NA,9070,8672,4985,1976,17500,712,0.04068571428571428
2000,13235,3346,1390,1922,34,NA,NA,NA,1717,2330,1567,831,4348,176,0.040478380864765406
2000,13237,6299,2612,3596,91,NA,NA,NA,3174,5241,2654,1862,8999,316,0.03511501277919769
2000,13239,904,542,348,14,NA,NA,NA,749,604,311,109,1035,65,0.06280193236714976
2000,13241,5341,1776,3451,114,NA,NA,NA,2629,3737,2427,1882,7234,230,0.031794304672380425
2000,13243,2569,1381,1174,14,NA,NA,NA,1798,1556,976,453,2988,176,0.058902275769745646
2000,13245,57538,31413,25485,640,NA,NA,NA,27011,36323,36349,22909,86749,3800,0.04380453953359693
2000,13247,24649,8295,15440,914,NA,NA,NA,7880,13152,13301,10461,36702,1131,0.03081575935916299
2000,13249,1176,460,706,10,NA,NA,NA,709,949,381,325,1707,70,0.041007615700058585
2000,13251,4719,2233,2461,25,NA,NA,NA,3203,3740,1753,989,6565,319,0.04859101294744859
2000,13253,2877,1313,1537,27,NA,NA,NA,1964,2250,1375,525,3987,196,0.049159769250062706
2000,13255,15391,5831,9271,289,NA,NA,NA,11965,12885,7632,4628,27970,1195,0.042724347515194855
2000,13257,8376,2869,5370,137,NA,NA,NA,4843,6014,3552,2362,13146,472,0.035904457629697246
2000,13259,1954,1267,675,12,NA,NA,NA,1287,1295,588,325,2075,112,0.05397590361445783
2000,13261,9697,4748,4847,102,NA,NA,NA,6028,6051,4092,3869,15245,627,0.04112823876680879
2000,13263,2531,1662,844,25,NA,NA,NA,1552,1773,731,347,2834,153,0.053987297106563165
2000,13265,832,556,271,5,NA,NA,NA,628,467,219,120,844,43,0.0509478672985782
2000,13267,5610,1963,3597,50,NA,NA,NA,4948,5760,2821,1159,8802,504,0.05725971370143149
2000,13269,2780,1340,1412,28,NA,NA,NA,2038,2179,901,476,3390,178,0.052507374631268436
