year,fips,totalvotes,DEMOCRAT,REPUBLICAN,OTHER,lagDEM,lagREP,lagOTH,Bac,Ass,High,Low,Civilian_labor_force,Unemployed,unemprate
2012,46067,3425,923,2451,51,1242,2285,34,881,1714,1313,1303,3753,123,0.032773780975219824
2012,46069,733,189,531,13,226,547,3,138,425,250,170,773,26,0.03363518758085381
2012,46071,1106,426,661,19,435,668,15,214,571,753,275,1352,90,0.06656804733727811
2012,46073,1006,452,538,16,542,546,4,246,612,441,231,1229,36,0.029292107404393815
2012,46075,609,108,490,11,147,463,8,59,272,258,97,633,23,0.036334913112164295
2012,46077,2608,1092,1451,65,1277,1435,27,385,1473,1136,797,3003,101,0.03363303363303363
2012,46079,6285,2724,3419,142,3033,2993,50,653,2515,2210,2110,6329,254,0.040132722389003
2012,46081,11359,3973,7025,361,4932,6787,157,1103,5371,4796,4904,12773,543,0.04251154779613247
2012,46083,21952,7982,13611,359,8642,11803,156,1290,7291,9104,11034,28118,860,0.03058539014154634
2012,46085,1569,605,933,31,710,894,19,310,816,697,501,1898,107,0.05637513171759747
2012,46091,1987,1061,889,37,1261,900,16,378,1155,1018,563,2524,114,0.045166402535657686
2012,46087,2613,905,1655,53,1219,1646,40,286,1437,1322,807,3203,115,0.035903840149859506
2012,46089,1215,272,921,22,441,915,8,452,531,530,333,1156,51,0.04411764705882353
2012,46093,10817,2928,7566,323,3751,7515,199,1185,5516,6261,3502,13310,553,0.04154770848985725
2012,46095,769,375,381,13,373,445,11,184,359,434,193,863,64,0.07415990730011587
2012,46097,1140,479,636,25,605,577,16,153,709,473,398,1272,43,0.03380503144654088
2012,46099,76583,34674,40342,1567,39838,39251,709,10146,32495,36387,31759,101974,3826,0.03751936768195815
2012,46101,3033,1429,1535,69,1663,1508,32,396,1506,1451,973,4044,210,0.05192878338278932
2012,46103,44464,15125,28232,1107,17802,27603,382,5893,18902,23348,18544,53841,2239,0.04158540888913653
2012,46105,1590,319,1205,66,499,1102,55,278,743,700,440,1550,59,0.03806451612903226
2012,46107,1381,339,1029,13,482,937,15,232,639,569,320,1223,47,0.038430089942763694
2012,46109,4256,2302,1883,71,2672,1781,31,828,2484,2168,1022,4970,270,0.05432595573440644
2012,46111,1115,389,688,38,500,669,12,192,766,406,278,1309,43,0.03284950343773873
2012,46102,3145,2937,188,20,2971,331,12,1340,1896,2449,771,3774,511,0.1354001059883413
2012,46115,3041,1300,1670,71,1550,1660,29,568,1638,1386,865,3433,133,0.038741625400524324
2012,46117,1540,435,1063,42,510,1017,13,198,731,629,568,1879,54,0.028738690792974985
2012,46119,818,186,613,19,233,581,9,92,386,234,280,890,26,0.029213483146067417
2012,46121,2497,1976,498,23,2208,571,28,985,1139,1833,646,3254,300,0.09219422249539029
2012,46123,2691,737,1905,49,914,1859,36,512,1388,1342,791,3179,112,0.03523120478137779
2012,46125,4210,1411,2715,84,1681,2538,47,546,2304,1821,1171,4782,158,0.03304056879966541
2012,46127,7596,2782,4698,116,3244,4310,66,819,2934,2965,3146,7883,355,0.04503361664340987
2012,46129,2462,671,1731,60,923,1668,29,519,1375,1127,887,2347,137,0.05837239028547082
2012,46135,9974,4226,5495,253,4838,5039,90,1530,5529,4573,4083,11692,407,0.03481012658227848
2012,46137,761,439,314,8,554,312,16,238,525,476,220,1065,70,0.06572769953051644
2012,47001,29659,10122,18968,569,11396,19675,499,8458,18164,13971,12145,34465,2775,0.08051646597997969
2012,47003,14445,4211,10034,200,5027,10217,263,6638,12332,6364,3692,20275,2015,0.09938347718865598
2012,47005,6226,2258,3850,118,2645,3696,138,2536,5545,2633,1276,6956,694,0.09976998274870616
2012,47007,4359,1267,3022,70,1517,3166,101,2487,3671,2206,721,4307,456,0.10587415834687718
2012,47009,49234,12934,35441,859,15253,35571,821,11673,30663,25590,18011,60341,4340,0.07192456207222286
2012,47011,35963,8037,27422,504,9357,28333,501,12097,22137,19984,11752,48700,3646,0.0748665297741273
2012,47013,12101,3328,8604,169,3867,8535,226,8566,11936,5496,2636,15723,1768,0.11244673408382624
2012,47015,4973,1564,3309,100,2011,3322,124,2250,4279,1876,1211,6021,520,0.08636439129712672
2012,47017,10851,3475,7225,151,3980,7455,211,4351,7764,4336,3112,13371,1486,0.11113604068506469
2012,47019,20617,4789,15503,325,5587,15852,330,8516,15460,10266,6303,25473,2315,0.09088054017979821
2012,47021,15182,4659,10268,255,5498,10702,228,4456,9817,7010,5108,20144,1477,0.0733220810166799
2012,47023,6410,1624,4684,102,1797,4587,75,2129,3850,3110,1663,8364,667,0.07974653275944524
2012,47025,10178,2433,7617,128,3078,7175,167,6127,8940,4338,2958,13319,1334,0.10015766949470681
2012,47027,2820,1037,1747,36,1248,1676,70,1623,2196,953,777,3318,338,0.10186859553948162
2012,47029,11454,2804,8459,191,3340,8945,196,6250,11732,5222,2194,15458,1801,0.11650925087333419
2012,47031,19259,5870,13023,366,7132,13250,408,6525,13993,8583,6602,24620,2062,0.08375304630381804
2012,47033,5498,1669,3783,46,1967,3994,76,2207,4220,2205,1213,7208,673,0.0933684794672586
2012,47035,25247,6261,18653,333,7889,17436,387,7506,16532,10757,7004,23807,2180,0.09156970638887722
2012,47037,244873,143120,97622,4131,158423,102915,3148,59351,103024,110461,146971,352777,22268,0.06312202893045749
2012,47039,4251,1303,2874,74,1566,3101,96,1991,3248,1923,1183,5209,546,0.10481858322134767
2012,47041,6422,2174,4143,105,2832,4085,148,3354,5139,2687,1792,8037,786,0.09779768570362075
2012,47043,17835,6233,11296,306,7506,11677,336,5593,14224,8535,4970,24166,2045,0.084623024083423
2012,47045,13800,3757,9921,122,4411,9859,180,4638,10276,6233,4542,17472,1953,0.11177884615384616
2012,47047,19574,6688,12689,197,6892,12173,189,4180,9694,7572,5440,18394,1585,0.08616940306621725
2012,47049,6895,1561,5243,91,1831,4789,119,3453,5639,1962,1446,7467,740,0.09910271862863265
2012,47051,16119,5603,10262,254,6613,10539,280,5431,10317,7146,4930,19448,1538,0.0790826820238585
2012,47053,19667,6564,12883,220,7406,13516,331,6090,12865,9456,5185,22865,2392,0.10461403892411983
2012,47055,10799,3760,6915,124,4614,6902,173,4332,8430,4855,2748,14020,1201,0.08566333808844508
2012,47057,7252,1668,5470,114,2066,5297,140,4729,6538,3084,1574,9678,1013,0.10467038644348006
2012,47059,23887,6225,17245,417,7110,17151,409,9749,19783,11448,7613,30051,3103,0.10325779508169446
2012,47061,4237,1643,2516,78,1971,2563,98,2865,4109,1599,985,5527,565,0.10222543875520174
2012,47063,20032,5234,14522,276,6807,15508,354,9094,15785,11062,6884,27574,2639,0.09570609994922753
2012,47065,141181,58836,79933,2412,64246,81702,1572,31675,62974,71633,64019,170750,11970,0.07010248901903368
2012,47067,2046,475,1527,44,604,1588,49,1407,2111,823,475,2255,270,0.1197339246119734
2012,47069,10439,5482,4865,92,5919,5225,93,5025,7355,4426,2110,9989,1106,0.1107217939733707
2012,47071,10495,2467,7886,142,2794,7077,164,4523,7935,3818,2060,11139,1140,0.10234311877188257
2012,47073,19797,5088,14382,327,5930,14756,354,8055,16942,10006,5113,25064,2248,0.08969039259495691
2012,47075,7569,4569,2960,40,4893,3165,63,2822,5200,2917,1482,8223,965,0.11735376383315092
2012,47077,10055,2517,7421,117,3021,7669,144,3723,7902,5141,2266,13192,1297,0.09831716191631291
2012,47079,12739,4339,8193,207,5153,8182,210,3871,10298,5131,3605,14280,1367,0.09572829131652662
2012,47081,7602,2698,4758,146,3563,4784,151,3983,7230,3814,1955,10640,961,0.09031954887218045
2012,47083,3027,1400,1579,48,1678,1608,68,1089,2726,1387,557,3515,399,0.11351351351351352
2012,47085,6863,2905,3833,125,3600,3818,162,2084,5522,3519,1643,8651,836,0.09663622702577737
2012,47087,4184,1739,2383,62,2224,2185,92,2340,3845,1446,720,4583,487,0.10626227361989964
2012,47089,17559,4232,13038,289,5178,13092,262,6995,13595,10039,4465,23972,2283,0.09523610879359252
2012,47091,6194,1483,4611,100,1837,4621,133,3837,5459,2767,1419,7345,706,0.09611980939414567
2012,47093,172507,59399,109707,3401,70215,113015,2856,29669,75064,84264,98541,230548,14377,0.062360115897774
2012,47095,2087,884,1163,40,1024,1175,39,1709,2555,1124,349,2206,234,0.10607434270172257
2012,47097,8689,4011,4616,62,4322,4933,83,4717,8028,3676,1986,10515,1166,0.11088920589633856
2012,47099,15219,4237,10770,212,5161,10566,293,6085,11880,6666,3290,18690,1812,0.09695024077046549
2012,47101,4694,1447,3117,130,1804,2951,79,1856,3361,2077,967,5042,554,0.10987703292344307
2012,47103,13268,3290,9803,175,3695,9231,204,4571,9435,5521,3408,15569,967,0.06211060440619179
2012,47105,22073,5058,16707,308,6058,15815,311,5217,11754,10271,8199,22306,1719,0.07706446695956246
2012,47111,6905,1552,5260,93,2060,5145,155,3683,6764,3088,1252,10129,857,0.08460854970875703
2012,47113,40702,18367,21993,342,20209,23290,347,9147,21404,17723,15107,48464,4008,0.08270056124133378
2012,47115,10409,3953,6272,184,4506,6746,185,4972,6898,4987,2933,12266,1136,0.09261372900701124
2012,47117,10741,3725,6832,184,4320,6755,214,4295,8445,5211,2727,14285,1363,0.09541477073853692
2012,47119,33006,11825,20708,473,13058,20288,421,8307,20580,16694,9179,40617,3238,0.0797203141541719
2012,47107,17834,4609,12967,258,5541,12989,259,7476,14518,8868,5215,23595,2195,0.09302818393727484
2012,47109,9802,2645,7015,142,3131,7135,156,4133,7937,4066,1918,9758,1018,0.10432465669194507
2012,47121,3964,1163,2734,67,1372,2797,68,2213,3387,2162,659,5058,529,0.10458679319889284
2012,47123,16338,4372,11731,235,5053,11484,240,7490,12865,7455,3118,19458,1969,0.10119231164559564
2012,47125,55584,24499,30245,840,25716,30175,627,9563,32993,37572,23547,77933,6014,0.07716885016616838
2012,47127,2799,705,2053,41,881,2010,61,778,1924,1027,681,3389,200,0.05901445854234287
2012,47129,6504,1725,4669,110,1969,4717,136,3228,7956,3356,949,8317,866,0.10412408320307803
2012,47131,12297,3321,8814,162,4308,8873,211,4361,9271,5323,3106,14343,1957,0.13644286411489925
2012,47133,7664,2805,4775,84,3419,4497,176,4028,6268,3219,1705,9726,882,0.09068476249228871
2012,47135,2621,992,1578,51,1329,1596,75,1305,2396,1133,680,3111,309,0.09932497589199614
2012,47137,2453,712,1712,29,854,1786,31,817,1768,729,464,2444,233,0.0953355155482815
2012,47139,6059,1856,4108,95,2124,4267,110,2959,4763,2838,1299,7479,746,0.09974595534162321
2012,47141,25500,7802,17254,444,9739,17101,476,8154,17009,10531,9909,32879,2687,0.0817238967121871
2012,47143,10590,2628,7802,160,2907,8042,157,4927,8095,5843,2387,13489,1404,0.10408480984505894
2012,47145,21090,6018,14724,348,7224,15658,394,6516,13950,11857,6686,23866,2094,0.08773988100226263
2012,47147,26289,8290,17643,356,9318,17903,393,7025,17530,12163,7164,33692,2411,0.07156001424670545
2012,47149,98848,36414,60846,1588,40460,59892,1385,17728,48204,51542,45454,144928,9593,0.0661914881872378
2012,47151,6668,1452,5117,99,1720,4931,132,3723,6452,3032,1574,8773,1384,0.15775675367605152
2012,47153,5142,1489,3541,112,1717,3610,110,2307,3823,2413,1191,5952,508,0.08534946236559139
2012,47155,33864,7418,25984,462,8604,24922,415,11547,23875,18061,9172,49440,4410,0.0891990291262136
2012,47157,371109,232443,135649,3017,256297,145458,2800,82921,160187,176905,169382,445583,39032,0.0875975968562535
2012,47159,7087,2470,4495,122,2992,4563,186,2700,5813,2938,1601,8659,719,0.08303499249335951
2012,47161,5115,2069,2963,83,2470,2956,81,1551,3610,2937,1077,5537,620,0.11197399313707784
2012,47163,59887,15321,43562,1004,18354,44808,835,18244,39090,32129,23266,72833,5581,0.07662735298559718
2012,47165,65366,18579,46003,784,21487,44949,792,14038,34127,34478,25452,84887,5622,0.06622922237798486
2012,47167,24081,7133,16672,276,7931,17165,220,6114,14724,12714,5680,28284,2548,0.09008626785461746
2012,47169,2905,1240,1612,53,1475,1688,76,1201,2284,1100,657,3679,323,0.087795596629518885
2012,47171,7086,1913,5032,141,2107,5011,105,3214,5315,3270,1509,7703,807,0.1047643775152538
2012,47173,5828,1478,4282,68,1829,4467,103,3819,5791,2378,1001,7618,731,0.09595694407981098
2012,47175,2300,875,1386,39,849,1294,63,927,2184,479,390,2243,262,0.11680784663397235
2012,47177,13015,4752,8010,253,5515,8562,323,6486,11426,5868,3208,17478,1560,0.08925506350841057
2012,47179,48032,14325,32808,899,15941,32341,700,12044,24410,23311,24337,60212,4340,0.07207865541752474
2012,47181,5486,1163,4253,70,1355,4076,96,3096,5540,2714,949,6653,640,0.09619720426875093
2012,47183,12337,3548,8605,184,4596,8855,239,3637,8378,5372,4500,16928,1877,0.11088137996219281
2012,47185,9140,2795,6197,148,3372,6103,172,4317,8215,3281,2140,12199,1211,0.09927043200262317
2012,47187,96225,25142,69850,1233,27886,64858,902,6501,21407,29522,62111,98818,4981,0.05040579651480499
2012,47189,51499,14695,36109,695,15886,34595,678,9400,26182,21917,20068,60587,3944,0.06509647284070841
2012,48001,16212,3813,12262,137,4630,11884,141,9030,16527,12023,4208,22334,1402,0.06277424554490911
2012,48003,4482,795,3639,48,790,3816,23,2408,2683,2745,1294,8524,338,0.039652745190051616
2012,48005,28406,7834,20303,269,9379,19569,205,11910,16620,18477,8373,37778,2591,0.06858489067711367
2012,48007,9648,2704,6830,114,3006,6693,79,2320,5884,4908,3949,9919,686,0.06916019760056458
2012,48009,4164,525,3600,39,740,3595,30,878,2255,1829,1165,4361,238,0.05457463884430177
2012,48011,935,98,828,9,128,856,6,157,317,503,302,1025,45,0.04390243902439024
2012,48013,12721,5133,7461,127,4415,5462,61,7423,10067,7067,3686,20022,1341,0.0669763260413545
2012,48015,11649,2252,9265,132,2821,8786,114,3114,6466,5815,3511,14060,894,0.06358463726884779
2012,48017,1816,466,1339,11,682,1618,16,1314,1201,964,537,3175,218,0.06866141732283465
2012,48019,9448,1864,7426,158,2250,6935,112,1890,4413,5565,3496,9106,593,0.06512189764990116
2012,48021,24481,9864,14033,584,11687,13817,414,9378,15968,15717,8112,35216,2338,0.06639027714675148
2012,48023,1592,267,1297,28,366,1262,15,476,959,766,611,1862,95,0.05102040816326531
2012,48025,7879,3452,4356,71,3645,4471,41,6384,6852,6671,1844,10827,757,0.06991779809734922
2012,48027,86206,35512,49574,1120,40413,49242,679,20017,52863,70992,39227,133801,9856,0.073661631826369
2012,48029,513681,264856,241617,7208,275527,246275,3913,193202,260961,335207,276160,838357,52721,0.06288609745013163
2012,48031,4973,1220,3638,115,1467,3418,54,861,2238,2387,2099,5480,281,0.05127737226277372
2012,48033,363,32,324,7,40,316,5,50,153,97,125,417,17,0.0407673860911271
2012,48035,7356,1367,5885,104,1797,5762,87,2485,4329,4059,1965,8169,586,0.07173460643897663
2012,48037,35404,10196,24869,339,10815,24162,209,8748,21032,20628,11414,41452,3064,0.07391681945382611
2012,48039,106739,34421,70862,1456,36480,67515,945,30066,50972,66170,53950,160811,10656,0.06626412372287965
2012,48041,55962,17477,37209,1276,20502,37465,706,14326,20186,23362,36602,99598,5223,0.052440812064499284
2012,48043,3867,1765,1976,126,1970,1855,75,1015,1257,1742,2196,4552,230,0.05052724077328647
2012,48045,702,117,578,7,205,617,8,228,356,358,196,642,35,0.05451713395638629
2012,48047,2403,1886,507,10,1747,556,6,1794,1509,830,432,2715,236,0.08692449355432781
2012,48049,13947,1904,11895,148,2822,12052,141,3931,10010,7360,4068,16032,1081,0.06742764471057884
2012,48051,6456,1705,4671,80,2053,4547,65,2861,4344,3284,1350,7648,478,0.0625
2012,48053,16796,3674,12843,279,4608,12059,226,4338,9912,9162,6615,20377,1206,0.05918437453992246
2012,48055,11068,4791,6021,256,5403,6107,138,5310,9038,5883,3545,16803,1198,0.07129679223948104
2012,48057,6648,2410,4144,94,2729,4106,44,3351,4398,4115,2124,10397,759,0.07300182745022603
2012,48059,5197,751,4378,68,1063,4589,64,1236,3316,3207,1627,5919,358,0.060483189727994595
2012,48061,76895,49975,26099,821,48480,26671,506,85759,55691,55747,34448,165860,16987,0.10241770167611239
2012,48063,4335,1428,2881,26,1734,2798,35,2115,2362,2444,1258,5491,437,0.07958477508650519
2012,48065,2778,292,2451,35,406,2548,26,578,1232,1492,953,3283,148,0.04508071885470606
2012,48067,11788,2924,8763,101,3490,8279,77,3630,8122,6583,2872,12795,1168,0.09128565846033607
2012,48069,2119,630,1470,19,719,1562,10,1579,1536,1059,655,4050,176,0.04345679012345679
2012,48071,14735,2790,11787,158,3188,9988,116,3194,6622,8555,3710,17110,1370,0.08007013442431327
2012,48073,16126,3875,12094,157,4610,11695,112,7844,11785,8921,4200,21925,1578,0.07197263397947548
2012,48075,1996,320,1665,11,497,1782,17,652,2070,1422,777,2962,130,0.04388926401080351
2012,48077,5057,740,4266,51,1085,4213,41,883,2793,2526,1366,5307,296,0.05577539099302808
2012,48079,917,256,649,12,284,758,15,620,564,477,240,1443,108,0.07484407484407485
2012,48081,1408,179,1218,11,299,1252,18,350,790,889,388,1469,74,0.05037440435670524
2012,48083,3492,442,3012,38,643,3011,48,1163,2423,1631,858,3308,247,0.07466747279322854
2012,48085,302821,101415,196888,4518,109047,184897,2639,34814,78435,145014,248049,445697,26121,0.058607080595112826
2012,48087,1150,177,962,11,234,943,18,437,594,588,411,1244,61,0.04903536977491962
2012,48089,8117,2029,6026,62,2508,5795,50,2806,5637,3478,2345,10160,643,0.06328740157480316
2012,48091,51529,11450,39318,761,12384,35233,541,8257,18864,24025,24355,55784,3355,0.060142693245375016
2012,48093,4906,890,3944,72,1334,3813,70,2090,3293,2332,1773,5775,365,0.0632034632034632
2012,48095,1001,194,793,14,257,807,13,919,1270,758,380,1508,63,0.041777188328912467
2012,48097,14351,2246,11951,154,3051,11871,110,4353,8033,8321,4369,20645,1031,0.049939452651973845
2012,48099,16604,5158,11220,226,6619,11550,163,5273,14899,18328,6714,25331,1850,0.07303304251707395
2012,48101,741,180,555,6,187,509,9,241,350,391,198,664,49,0.07379518072289157
2012,48103,1283,275,985,23,319,1119,16,792,865,753,389,2056,100,0.048638132295719845
2012,48105,1457,480,957,20,512,1026,7,948,678,652,242,1769,88,0.0497456189937818
2012,48107,1787,639,1132,16,684,1221,9,1172,1278,936,509,2904,207,0.07128099173553719
2012,48109,879,568,295,16,492,257,10,538,505,198,244,987,59,0.05977710233029382
2012,48111,1534,253,1248,33,302,1269,18,1107,1213,1158,416,4012,147,0.03664007976071785
2012,48113,710117,405571,295813,8733,422989,310000,5474,340825,342900,384550,418199,1220310,86359,0.07076808351976137
2012,48115,3642,1019,2591,32,1152,2906,38,2800,2970,2444,731,5068,323,0.06373322809786898
2012,48117,4309,1239,3042,28,1247,3466,31,3540,3494,2497,1671,9304,435,0.04675408426483233
2012,48119,2018,454,1524,40,589,1580,18,516,1404,1106,563,2618,175,0.06684491978609626
2012,48121,242781,80978,157579,4224,91160,149935,2168,35255,77878,135134,167453,387634,22015,0.05679326374879397
2012,48123,6638,1467,5122,49,1716,4888,22,3404,5254,3867,1748,9718,462,0.04754064622350278
2012,48125,1019,216,793,10,234,730,8,433,630,478,236,831,88,0.10589651022864019
2012,48127,2917,2141,762,14,2692,874,21,2481,1883,1137,556,5751,333,0.057902973395931145
2012,48129,1535,226,1287,22,291,1374,25,400,714,823,455,1705,100,0.05865102639296188
2012,48131,4344,3331,980,33,3298,1076,35,2702,2431,1896,561,5419,379,0.06993910315556376
2012,48133,6495,970,5444,81,1271,5165,73,2423,4419,3476,2108,8247,546,0.06620589305201892
2012,48135,32513,8118,24010,385,9123,26199,284,22062,23595,25900,10869,76887,3512,0.045677422711251574
2012,48137,884,232,642,10,346,673,16,405,381,292,328,925,59,0.06378378378378378
2012,48141,172412,112952,57150,2310,122021,61783,1429,125903,113307,136162,95461,346680,29476,0.08502365293642553
2012,48139,54151,13881,39574,696,15333,38078,442,14867,27889,30972,19407,76603,5146,0.06717752568437267
2012,48143,12473,1965,10329,179,3128,10768,123,4182,5910,6557,5416,20010,1106,0.055272363818090954
2012,48145,5434,2033,3356,45,2225,3328,46,2902,4538,3204,1426,6900,503,0.07289855072463768
2012,48147,10804,2486,8161,157,3464,8092,138,4514,8752,6600,3582,15032,1056,0.07025013304949441
2012,48149,10551,2315,8106,130,3014,7582,118,3376,6317,4849,3096,12495,600,0.04801920768307323
2012,48151,1629,512,1094,23,687,1083,14,476,1064,719,416,1903,102,0.053599579611140306
2012,48153,2085,551,1523,11,730,1784,7,1093,1229,1107,651,3190,204,0.06394984326018809
2012,48155,495,140,348,7,198,327,13,233,250,231,218,621,36,0.057971014492753624
2012,48157,219489,101144,116126,2219,98368,103206,1248,43051,68642,105887,150243,318351,18835,0.05916425580569874
2012,48159,4257,751,3446,60,1036,3392,63,1146,2238,2135,1672,4619,340,0.07360900627841524
2012,48161,7570,1850,5646,74,2034,5205,49,2908,4813,4249,1778,8042,538,0.06689878139766227
2012,48163,3968,2376,1559,33,2405,1644,13,4017,3542,2345,883,8652,433,0.05004623208506704
2012,48165,4066,535,3484,47,650,3385,32,4009,2622,1943,1211,8765,370,0.042213348545350825
2012,48167,110078,39511,69059,1508,41805,62258,941,25667,49817,63078,54597,152764,11597,0.07591448246969182
2012,48169,1560,279,1263,18,375,1356,19,1832,1255,1206,513,2189,107,0.048880767473732295
2012,48171,12550,2055,10306,189,2576,9563,199,2305,5616,5318,5149,12302,574,0.046659079824418796
2012,48173,578,44,526,8,52,502,3,170,218,267,139,761,30,0.03942181340341656
2012,48175,3458,1127,2294,37,1329,2298,28,858,1774,1922,718,3472,190,0.054723502304147464
2012,48177,6057,1777,4216,64,2167,4076,44,3806,4118,2966,1833,9435,476,0.05045045045045045
2012,48179,7389,886,6443,60,1153,6924,56,2892,5277,5037,2135,9678,541,0.05589997933457326
2012,48181,42264,10670,30936,658,13900,31136,441,11394,25849,27687,15490,59875,4074,0.06804175365344467
2012,48183,41507,12398,28742,367,13166,29203,241,14282,21470,26280,15626,61496,3788,0.061597502276570834
2012,48185,8601,2339,6141,121,2704,5562,56,4150,6858,5388,2028,11788,756,0.06413301662707839
2012,48187,49514,15744,33117,653,16156,30869,436,11315,24265,27526,21368,68150,3844,0.05640498899486427
2012,48189,8854,2243,6490,121,2708,7171,64,6585,6636,5530,2925,15822,1087,0.06870180760965744
2012,48191,1109,265,832,12,324,930,10,601,726,590,330,1340,104,0.07761194029850746
2012,48193,3552,591,2918,43,863,2876,39,1091,2158,1688,1122,3742,217,0.05799037947621593
2012,48195,1962,159,1788,15,240,1847,15,860,1028,772,710,3048,103,0.03379265091863517
2012,48197,1495,302,1176,17,373,1199,23,491,1137,784,494,1759,103,0.05855599772598067
2012,48199,21297,3359,17746,192,3939,16603,160,5019,14268,11256,5388,25822,2169,0.08399814111997521
2012,48201,1188585,587044,586073,15468,590982,571883,8607,550666,596111,682223,713494,2151642,141858,0.06593011290911778
2012,48203,26170,8456,17512,202,8887,17103,168,6413,14619,13863,7749,31902,2353,0.07375713121434394
2012,48205,1913,184,1708,21,250,1711,24,892,1566,1135,886,2896,96,0.03314917127071823
2012,48207,2013,553,1424,36,699,1388,29,916,1419,1181,612,2768,146,0.052745664739884394
2012,48209,59011,25537,31661,1813,28431,29638,983,10479,19338,28564,32847,85610,4963,0.057972199509403105
2012,48211,1509,192,1298,19,216,1345,9,543,757,746,436,2542,74,0.029110936270653028
2012,48213,27627,6106,21231,290,7913,20857,223,10896,18640,17129,7692,34462,2594,0.07527131333062503
2012,48215,139159,97969,39865,1325,90261,39668,855,164303,101898,91121,66181,327192,34481,0.10538460598058633
2012,48217,12045,2752,9132,161,3811,9264,113,4848,7292,8016,3455,15766,1085,0.06881897754661931
2012,48219,7134,1486,5546,102,1797,5795,53,3469,3472,4344,2622,11764,619,0.05261815708942537
2012,48221,22535,3843,18409,283,5087,17299,210,5070,10501,12711,8459,23725,1537,0.06478398314014752
2012,48223,12753,2777,9836,140,3530,9299,90,4891,8196,6734,3542,17045,1096,0.0643003813435025
2012,48225,8214,2265,5880,69,2656,5872,96,3526,6458,4481,2365,10052,705,0.07013529645841624
2012,48227,8695,2110,6453,132,2545,7029,115,6578,6277,8133,2644,13370,745,0.055721765145848916
2012,48229,863,379,471,13,430,458,10,999,533,407,207,1323,98,0.07407407407407407
2012,48231,28049,6671,21011,367,8594,20573,357,10316,19142,16815,9673,38327,3154,0.08229185691549039
2012,48233,7928,1045,6804,79,1322,7361,78,2423,4824,5143,2105,9805,634,0.06466088730239673
2012,48235,788,112,668,8,164,644,9,207,485,299,112,849,38,0.0447585394581861
2012,48237,2908,303,2580,25,470,2528,25,1170,2342,1912,749,3795,217,0.05718050065876153
2012,48239,5025,1070,3906,49,1301,3723,33,2005,3095,2665,1564,7421,377,0.050801778736019404
2012,48241,13517,3423,9957,137,3658,9022,96,4136,9808,7401,2849,14877,1575,0.10586811857229281
2012,48243,1192,440,719,33,468,749,19,308,471,412,526,1213,59,0.048639736191261336
2012,48245,88627,44668,43242,717,44888,42905,503,29349,52821,52630,29814,113297,12443,0.1098263855177101
2012,48247,1667,1301,356,10,1336,472,7,1134,1128,541,304,2344,153,0.06527303754266212
2012,48249,11166,6492,4598,76,6706,4841,65,7356,8232,6700,3018,20606,1267,0.061486945549839855
2012,48251,48838,10496,37661,681,12912,36685,453,16855,32493,32373,15378,72986,4818,0.06601265996218453
2012,48253,5567,1226,4262,79,1528,4203,77,4310,5207,3655,1384,5891,422,0.07163469699541673
2012,48255,4185,1325,2825,35,1760,2736,31,3006,3755,2543,1097,5275,319,0.0604739336492891
2012,48257,34670,9472,24846,352,11161,23735,249,11224,20812,22070,11382,51497,3556,0.06905256616890304
2012,48259,17783,3043,14508,232,3599,12971,176,2242,4481,7518,9035,17435,937,0.05374247203900201
2012,48261,167,82,84,1,108,94,0,124,74,86,39,253,13,0.05138339920948617
2012,48263,405,66,335,4,99,342,7,64,208,194,123,550,21,0.038181818181818185
2012,48265,21879,4338,17274,267,5570,16752,234,4255,10342,10467,10394,21647,1255,0.05797570102092669
2012,48267,1892,217,1667,8,342,1487,14,650,1212,977,618,2184,106,0.048534798534798536
2012,48269,145,5,139,1,8,151,4,14,78,58,46,247,11,0.044534412955465584
2012,48271,1425,522,880,23,633,907,11,697,697,733,406,1260,110,0.0873015873015873
2012,48273,8907,4754,4058,95,5256,4540,80,4562,4153,5251,4060,15384,1054,0.06851274050962039
2012,48275,1510,332,1160,18,367,986,15,586,1023,668,327,1814,95,0.05237045203969129
2012,48283,1646,965,669,12,1052,714,10,2022,1121,896,232,3663,163,0.0444990444990445
2012,48277,17197,4181,12826,190,5243,12952,167,5656,11212,10973,5229,22588,2068,0.0915530370108022
2012,48279,4091,998,3058,35,1156,3344,25,2395,2747,2337,1195,6449,510,0.07908202822142968
2012,48281,7204,1479,5621,104,1903,5651,80,1873,3964,4900,2581,9072,644,0.07098765432098765
2012,48285,8294,1428,6796,70,1869,6293,61,2914,5338,3271,2082,9460,454,0.04799154334038055
2012,48287,6221,1632,4507,82,2000,4312,65,2104,4014,3394,1406,9116,488,0.05353225098727512
2012,48289,6945,1062,5814,69,1418,5566,57,2245,4252,3750,1688,6938,509,0.07336408186797348
2012,48291,22746,5202,17323,221,5991,15448,187,12223,18281,14117,4516,30803,2935,0.09528292698763108
2012,48293,7563,2208,5288,67,2516,5079,57,3291,5764,4763,2105,9583,656,0.06845455494104143
2012,48295,1168,119,1044,5,155,1093,8,402,688,588,433,1754,67,0.03819840364880274
2012,48297,4113,919,3154,40,1048,3095,33,1743,3076,2388,1090,5756,262,0.04551772063933287
2012,48299,9558,1822,7610,126,2250,7281,98,2042,4167,4900,3876,8047,543,0.06747856343979122
2012,48301,64,9,54,1,12,67,0,8,58,13,3,67,4,0.05970149253731343
