id	parliament	year	candidate_name	edate	birth_year	country_birth	occupation	riding_id	riding	province	votes	percent_votes	party_raw	party_minor_group	party_major_group	gov_party_raw	gov_minor_group	gov_major_group	num_candidates	type_elxn	elected	incumbent	gender	lgbtq2_out	indigenousorigins	lawyer	censuscategory	acclaimed	switcher	multiple_candidacy
29227	30	1974	"SYLVESTRE, J. Richard"	"1974-07-08"			"social aid agent"		"SAINT-MICHEL"	"Quebec"	3833	8.410867	"New Democratic Party"	"NDP"	"CCF_NDP"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	0	0	0		0	0	1	0	0	0
26470	30	1974	"RATHWELL, Richard E."	"1974-07-08"			"woodcutter"		"WATERLOO--CAMBRIDGE"	"Ontario"	122	0.19907966	"Marxist-Leninist Party"	"Marxist_Lennist"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	0	0	0		0	0	9	0	0	0
21881	30	1974	"MACKENZIE, Doug"	"1974-07-08"			"teacher"		"LONDON EAST"	"Ontario"	9029	24.664682	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	0	0	0		0	0	4	0	0	0
5237	30	1974	"DEMERS, Claire"	"1974-07-08"			"journalist"		"SAINT-JACQUES"	"Quebec"	146	1.0607382	"Communist Party of Canada"	"Communist"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	7	1	0	0	1		0	0	5	0	0	0
26920	30	1974	"ROBERTS, Marietta"	"1974-07-08"			"lawyer and farmer"		"ELGIN"	"Ontario"	13349	39.61245	"Liberal"	"Liberal"	"Liberal"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	1		0	1	4	0	0	0
4060	30	1974	"COATES, Robert C."	"1974-07-08"	1928		"lawyer"		"CUMBERLAND--COLCHESTER NORTH"	"Nova Scotia"	18078	52.788647	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	1	1	0		0	1	4	0	0	0
2739	30	1974	"BRYAN, Alf"	"1974-07-08"			"farmer"		"MOOSE JAW"	"Saskatchewan"	6120	21.708286	"Liberal"	"Liberal"	"Liberal"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	0	8	0	0	0
23412	30	1974	"MCNAUGHTON, Bob"	"1974-07-08"			"set-up man"		"ELGIN"	"Ontario"	4373	12.976646	"New Democratic Party"	"NDP"	"CCF_NDP"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	0		0	0	0
24044	30	1974	"MORBEE, Anthony J."	"1974-07-08"			"electronics technician"		"DARTMOUTH--HALIFAX EAST"	"Nova Scotia"	181	0.42165586	"Social Credit Party of Canada"	"Social_Credit"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	0	0	0		0	0	2	0	0	0
24877	30	1974	"OBERLE, Frank"	"1974-07-08"	1932		"businessman"		"PRINCE GEORGE--PEACE RIVER"	"British Columbia"	18769	46.83702	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	1	1	0		0	0	1	0	0	0
1200	30	1974	"B�����GIN, Normand"	"1974-07-08"			"administrator"		"LOTBINI�����RE"	"Quebec"	10885	30.51584	"Liberal"	"Liberal"	"Liberal"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	0	1	0	0	0
16059	30	1974	"KERESTURI, Alex"	"1974-07-08"			"farmer"		"BRANT"	"Ontario"	9228	19.952864	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	0	8	0	0	0
9651	30	1974	"HORNER, Jack H."	"1974-07-08"	1927		"farmer and rancher"		"CROWFOOT"	"Alberta"	18048	75.505165	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	1	1	0		0	0	8	0	1	0
7902	30	1974	"GILLIES, Jim"	"1974-07-08"	1924		"economist"		"DON VALLEY"	"Ontario"	30764	52.06648	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	1	1	0		0	0	4	0	0	0
20145	30	1974	"LACHANCE, Claude-Andr�����"	"1974-07-08"	1954		"articling student"		"LAFONTAINE"	"Quebec"	11399	48.1519	"Liberal"	"Liberal"	"Liberal"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	1	0	0		0	1	4	0	0	0
680	30	1974	"BACHAND, Lucien"	"1974-07-08"			"physician"		"RICHMOND"	"Quebec"	5094	18.61706	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	0	3	0	0	0
6103	30	1974	"DUNN, Fern"	"1974-07-08"			"nursing supervisor"		"CENTRAL NOVA"	"Nova Scotia"	11753	36.304947	"Liberal"	"Liberal"	"Liberal"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	1		0	0	0	0	0	0
5457	30	1974	"DEVEAU, Dennis"	"1974-07-08"			"milkman"		"OSHAWA--WHITBY"	"Ontario"	66	0.12840717	"Marxist-Leninist Party"	"Marxist_Lennist"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	0	0	0		0	0	6	0	0	0
8526	30	1974	"GRIGNON, Louis"	"1974-07-08"			"lawyer"		"SHEFFORD"	"Quebec"	6193	16.616137	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	1	4	0	0	0
4528	30	1974	"COUTU, Eddie"	"1974-07-08"			"special assistant"		"SELKIRK"	"Manitoba"	7239	14.336073	"Liberal"	"Liberal"	"Liberal"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	0	1	0	0	0
9198	30	1974	"H�����BERT, Roger"	"1974-07-08"			"truck driver"		"HOCHELAGA"	"Quebec"	1461	6.8976912	"New Democratic Party"	"NDP"	"CCF_NDP"	"Liberal Party of Canada"	"Liberal"	"Liberal"	7	1	0	0	0		0	0	7	0	0	0
4384	30	1974	"COSSITT, Tom"	"1974-07-08"	1923		"businessman"		"LEEDS"	"Ontario"	17744	53.36862	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	3	1	1	1	0		0	0	1	0	0	0
6521	30	1974	"EWART, Peter"	"1974-07-08"			"labourer"		"WINDSOR--WALKERVILLE"	"Ontario"	90	0.22589794	"Marxist-Leninist Party"	"Marxist_Lennist"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	0	0	0		0	0	7	0	0	0
30301	30	1974	"VERRIER, Robert"	"1974-07-08"			"labourer"		"DOLLARD"	"Quebec"	252	0.458557	"Marxist-Leninist Party"	"Marxist_Lennist"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	0	0	0		0	0	7	0	0	0
24564	30	1974	"NEVEU, Louis-Paul"	"1974-07-08"			"life underwriter"		"SHEFFORD"	"Quebec"	14663	39.34158	"Liberal"	"Liberal"	"Liberal"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	0	5	0	0	0
29413	30	1974	"TEITELBAUM, Mashel"	"1974-07-08"			"artist"		"SPADINA"	"Ontario"	75	0.4327256	"No affiliation to a recognised party"	"Independent"	"Independent"	"Liberal Party of Canada"	"Liberal"	"Liberal"	7	1	0	0	0		0	0	5	0	0	0
23015	30	1974	"MCGILLIVRAY, James W."	"1974-07-08"			"surgeon"		"GREY--SIMCOE"	"Ontario"	678	1.9755244	"Social Credit Party of Canada"	"Social_Credit"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	0	3	0	0	0
3996	30	1974	"CL�����MENT, Marcel"	"1974-07-08"			"businessman"		"GATINEAU"	"Quebec"	7205	22.208181	"Social Credit Party of Canada"	"Social_Credit"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	0	1	0	0	0
5306	30	1974	"D�����PATIE, J.D.R. Robert"	"1974-07-08"			"administrator"		"LAFONTAINE"	"Quebec"	2104	8.887762	"New Democratic Party"	"NDP"	"CCF_NDP"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	0	0	0		0	0	1	0	0	0
6622	30	1974	"FAUCHER, Robert-F."	"1974-07-08"			"sterilisation technician"		"MONTREAL--BOURASSA"	"Quebec"	3912	8.83868	"New Democratic Party"	"NDP"	"CCF_NDP"	"Liberal Party of Canada"	"Liberal"	"Liberal"	7	1	0	0	0		0	0	3	0	0	0
1409	30	1974	"BERGERON, Jacquelin"	"1974-07-08"			"school principal"		"T�����MISCAMINGUE"	"Quebec"	6396	29.142935	"Liberal"	"Liberal"	"Liberal"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	0	0	0	0	0
2656	30	1974	"BROWN, Ron"	"1974-07-08"			"businessman"		"VAUDREUIL"	"Quebec"	12422	24.813726	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	0	0	0		0	0	1	0	0	0
9652	30	1974	"HORNER, Norval"	"1974-07-08"			"farmer"		"BATTLEFORD--KINDERSLEY"	"Saskatchewan"	10666	36.617687	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	3	1	0	1	0		0	0	8	0	0	0
323	30	1974	"ANDSTEIN, Robert"	"1974-07-08"			"postal worker"		"HALIFAX--EAST HANTS"	"Nova Scotia"	113	0.22577874	"Marxist-Leninist Party"	"Marxist_Lennist"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	0	0	0		0	0	6	0	0	0
31007	30	1974	"WIGGENS, Thora E."	"1974-07-08"			"housewife"		"PRINCE ALBERT"	"Saskatchewan"	6496	21.599335	"New Democratic Party"	"NDP"	"CCF_NDP"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	1		0	0		0	0	0
28307	30	1974	"SKOREYKO, William"	"1974-07-08"	1922		"businessman"		"EDMONTON EAST"	"Alberta"	18321	51.859715	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	7	1	1	1	0		0	0	1	0	0	0
8589	30	1974	"GUENETTE, L�����on"	"1974-07-08"			"miner"		"ABITIBI"	"Quebec"	1031	4.6904144	"New Democratic Party"	"NDP"	"CCF_NDP"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	0	0	0		0	0	8	0	0	0
21952	30	1974	"MACLEAN, J. Angus"	"1974-07-08"	1914		"farmer"		"MALPEQUE"	"Prince Edward Island"	5649	50.613743	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	3	1	1	1	0		0	0	8	0	0	0
30463	30	1974	"WALDMAN, Diane"	"1974-07-08"			"waitress"		"REGINA--LAKE CENTRE"	"Saskatchewan"	142	0.30019873	"Marxist-Leninist Party"	"Marxist_Lennist"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	0	0	1		0	0	6	0	0	0
30734	30	1974	"WEAVER, Jane"	"1974-07-08"			"historic preservationist"		"EDMONTON WEST"	"Alberta"	4605	8.032584	"New Democratic Party"	"NDP"	"CCF_NDP"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	0	0	1		0	0	4	0	0	0
4111	30	1974	"COHEN, Jonathan"	"1974-07-08"			"agent"		"TRINITY"	"Ontario"	2637	13.025438	"New Democratic Party"	"NDP"	"CCF_NDP"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	0	0	0		0	0	6	0	0	0
22033	30	1974	"MACQUARRIE, Heath"	"1974-07-08"	1919		"political scientist"		"HILLSBOROUGH"	"Prince Edward Island"	9917	50.36311	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	3	1	1	1	0		0	0	4	0	0	0
25939	30	1974	"POISSON, Jean-Yves"	"1974-07-08"			"administrator"		"RICHMOND"	"Quebec"	9526	34.814705	"Liberal"	"Liberal"	"Liberal"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	0	1	0	0	0
5581	30	1974	"DION, Cyprien"	"1974-07-08"			"trader"		"MERCIER"	"Quebec"	6255	15.466976	"Social Credit Party of Canada"	"Social_Credit"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	0	0	0		0	0	6	0	0	0
4252	30	1974	"CONWAY, Jeff"	"1974-07-08"			"warehouseman"		"REGINA EAST"	"Saskatchewan"	84	0.20608945	"Marxist-Leninist Party"	"Marxist_Lennist"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	0	0	0		0	0	6	0	0	0
21806	30	1974	"MACFARLANE, Gus"	"1974-07-08"	1925		"dean of men"		"HAMILTON MOUNTAIN"	"Ontario"	22253	43.875942	"Liberal"	"Liberal"	"Liberal"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	1	0	0		0	0	0	0	0	0
6013	30	1974	"DUGAS, Edgar"	"1974-07-08"			"contractor"		"RESTIGOUCHE"	"New Brunswick"	2262	10.05244	"New Democratic Party"	"NDP"	"CCF_NDP"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	0	6	0	0	0
29600	30	1974	"THOMPSON, Lars"	"1974-07-08"			"teacher"		"KINGSTON AND THE ISLANDS"	"Ontario"	6870	17.773983	"New Democratic Party"	"NDP"	"CCF_NDP"	"Liberal Party of Canada"	"Liberal"	"Liberal"	3	1	0	0	0		0	0	4	0	0	0
4718	30	1974	"CRUICKSHANK, Thomas L."	"1974-07-08"			"importer"		"ST. BONIFACE"	"Manitoba"	536	1.0436747	"Social Credit Party of Canada"	"Social_Credit"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	0	7	0	0	0
3301	30	1974	"CARON, G."	"1974-07-08"			"unemployed"		"SAINT-HYACINTHE"	"Quebec"	883	2.0972877	"Independent"	"Independent"	"Independent"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	0	0	0		0	0		0	0	0
11055	30	1974	"JEROME, Jim"	"1974-07-08"	1933		"lawyer"		"SUDBURY"	"Ontario"	23374	52.608597	"Liberal"	"Liberal"	"Liberal"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	1	1	0		0	1	4	0	0	0
28113	30	1974	"SHRYBMAN, Charles"	"1974-07-08"			"mill worker"		"VANCOUVER CENTRE"	"British Columbia"	141	0.30868927	"Marxist-Leninist Party"	"Marxist_Lennist"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	0	0	0		0	0	9	0	0	0
27857	30	1974	"SEALE, Ron"	"1974-07-08"			"lecturer, university geography dept."		"WINDSOR WEST"	"Ontario"	10630	30.553001	"New Democratic Party"	"NDP"	"CCF_NDP"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	0	4	0	0	0
22170	30	1974	"MALLETTE, Lucien"	"1974-07-08"			"travelling salesman"		"HOCHELAGA"	"Quebec"	2258	10.660498	"Social Credit Party of Canada"	"Social_Credit"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	7	1	0	0	0		0	0	5	0	0	0
22517	30	1974	"MASHAAL, �����mile"	"1974-07-08"			"executive"		"MOUNT ROYAL"	"Quebec"	5723	13.343436	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	0	0	0		0	0	0	0	0	0
5515	30	1974	"DI BATTISTA, Victor"	"1974-07-08"			"tailor"		"LACHINE--LAKESHORE"	"Quebec"	1710	4.1294374	"Social Credit Party of Canada"	"Social_Credit"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	0	0	0		0	0	6	0	0	0
24904	30	1974	"OLAUSSEN, Harry"	"1974-07-08"			"steam engineer"		"COAST CHILCOTIN"	"British Columbia"	8655	29.504005	"New Democratic Party"	"NDP"	"CCF_NDP"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	1	0		0	0	2	0	0	0
30886	30	1974	"WHIDDEN, Raymond M."	"1974-07-08"			"field engineering representative"		"SCARBOROUGH EAST"	"Ontario"	172	0.26306129	"Independent"	"Independent"	"Independent"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	0	0	0		0	0	2	0	0	0
30828	30	1974	"WENTZELL, Marvin"	"1974-07-08"			"lawyer"		"YORKTON--MELVILLE"	"Saskatchewan"	6963	21.751219	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	0	0	0		0	1	4	0	0	0
20621	30	1974	"LAROCHE, Lucien"	"1974-07-08"			"CN clerk"		"VERDUN"	"Quebec"	1774	5.9610214	"Social Credit Party of Canada"	"Social_Credit"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	0	0	0		0	0		0	0	0
20835	30	1974	"LAZERTE, Al"	"1974-07-08"			"lawyer"		"COMOX--ALBERNI"	"British Columbia"	12683	33.34122	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	1	4	0	0	0
23162	30	1974	"MCKENZIE, Dan"	"1974-07-08"	1924		"communications supervisor"		"WINNIPEG SOUTH CENTRE"	"Manitoba"	32277	57.104187	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	1	1	0		0	0	0	0	0	0
7341	30	1974	"FUNK, Ray"	"1974-07-08"			"child care worker"		"LONDON EAST"	"Ontario"	8949	24.446144	"New Democratic Party"	"NDP"	"CCF_NDP"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	0	0	0		0	0	4	0	0	0
2731	30	1974	"BRUNTON, Ronald John"	"1974-07-08"			"university teacher"		"ANNAPOLIS VALLEY"	"Nova Scotia"	135	0.36978197	"Marxist-Leninist Party"	"Marxist_Lennist"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	0	0	0		0	0	4	0	0	0
6382	30	1974	"ELZINGA, Peter"	"1974-07-08"	1944		"rancher"		"PEMBINA"	"Alberta"	19172	43.54403	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	8	1	1	0	0		0	0	8	0	0	0
24128	30	1974	"MORISSETTE, Gilles"	"1974-07-08"			"tinsmith"		"MAISONNEUVE--ROSEMONT"	"Quebec"	2783	11.045842	"Social Credit Party of Canada"	"Social_Credit"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	0	0	0		0	0	7	0	0	0
29367	30	1974	"TAYLOR, John"	"1974-07-08"			"lawyer"		"VANCOUVER KINGSWAY"	"British Columbia"	9155	28.511368	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	0	0	0		0	1	4	0	0	0
30961	30	1974	"WHITFORD, Richard"	"1974-07-08"			"businessman"		"NORTHWEST TERRITORIES"	"Northwest Territories"	3173	24.684923	"Liberal"	"Liberal"	"Liberal"	"Liberal Party of Canada"	"Liberal"	"Liberal"	3	1	0	0	0		0	0	1	0	0	0
24159	30	1974	"MORRIS, Tom"	"1974-07-08"			"journalist"		"YORK CENTRE"	"Ontario"	123	0.19253948	"Communist Party of Canada"	"Communist"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	7	1	0	0	0		0	0	5	0	0	0
7359	30	1974	"GABORIAULT, Raymond Gabo"	"1974-07-08"			"student"		"CHAMBLY"	"Quebec"	552	1.0607836	"No affiliation to a recognised party"	"Independent"	"Independent"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	0	0	0		0	0		0	0	0
20769	30	1974	"LAVIOLETTE, Guy"	"1974-07-08"			"businessman"		"RESTIGOUCHE"	"New Brunswick"	4695	20.864813	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	0	1	0	0	0
8551	30	1974	"GROSS, John W."	"1974-07-08"			"school teacher"		"BRANDON--SOURIS"	"Manitoba"	540	1.8770857	"Social Credit Party of Canada"	"Social_Credit"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	0	4	0	0	0
27140	30	1974	"ROMPKEY, Bill"	"1974-07-08"	1936		"educator"		"GRAND FALLS--WHITE BAY--LABRADOR"	"Newfoundland and Labrador"	12689	54.81683	"Liberal"	"Liberal"	"Liberal"	"Liberal Party of Canada"	"Liberal"	"Liberal"	3	1	1	1	0		0	0	4	0	0	0
317	30	1974	"ANDRES, Bill"	"1974-07-08"	1925		"farmer"		"LINCOLN"	"Ontario"	17499	45.008873	"Liberal"	"Liberal"	"Liberal"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	1	0	0		0	0	8	0	0	0
22168	30	1974	"MALLARONI, Gloria"	"1974-07-08"			"student"		"SAINT-MICHEL"	"Quebec"	277	0.6078294	"Communist Party of Canada"	"Communist"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	0	0	1		0	0		0	0	0
7861	30	1974	"GILBERT, John"	"1974-07-08"	1921		"lawyer"		"BROADVIEW"	"Ontario"	9392	39.909912	"New Democratic Party"	"NDP"	"CCF_NDP"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	1	1	0		0	1	4	0	0	0
1115	30	1974	"BEAULIEU, Victor-Levy"	"1974-07-08"			"publisher, writer"		"MONTREAL--BOURASSA"	"Quebec"	673	1.5205604	"No affiliation to a recognised party"	"Independent"	"Independent"	"Liberal Party of Canada"	"Liberal"	"Liberal"	7	1	0	0	0		0	0	5	0	0	0
5610	30	1974	"DIONNE, Maurice A."	"1974-07-08"	1936		"principal teacher"		"NORTHUMBERLAND--MIRAMICHI"	"New Brunswick"	12648	52.675858	"Liberal"	"Liberal"	"Liberal"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	1	0	0		0	0	4	0	0	0
8940	30	1974	"HAQ, Ellen"	"1974-07-08"			"housewife"		"LONDON EAST"	"Ontario"	30	0.081951536	"Marxist-Leninist Party"	"Marxist_Lennist"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	0	0	1		0	0		0	0	0
6127	30	1974	"DUPONT, Raymond"	"1974-07-08"	1942		"technical adviser"		"SAINTE-MARIE"	"Quebec"	8300	43.959538	"Liberal"	"Liberal"	"Liberal"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	1	1	0		0	0	4	0	0	0
639	30	1974	"AVERBACH, Leanne"	"1974-07-08"			"labourer"		"NEW WESTMINSTER"	"British Columbia"	68	0.14509143	"Marxist-Leninist Party"	"Marxist_Lennist"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	7	1	0	0	1		0	0	7	0	0	0
22775	30	1974	"MCCLEAVE, Robert"	"1974-07-08"	1922		"journalist"		"HALIFAX--EAST HANTS"	"Nova Scotia"	25563	51.075947	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	1	1	0		0	0	5	0	0	0
27873	30	1974	"SEED, Tony"	"1974-07-08"			"journalist"		"HALIFAX"	"Nova Scotia"	75	0.24851719	"Marxist-Leninist Party"	"Marxist_Lennist"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	0	0	0		0	0	5	0	0	0
23401	30	1974	"MCNAIR, Crawford"	"1974-07-08"			"warehouseman"		"ST. PAUL'S"	"Ontario"	56	0.15816528	"Marxist-Leninist Party"	"Marxist_Lennist"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	0	0	0		0	0	6	0	0	0
14054	30	1974	"KANE, Raymond Patrick"	"1974-07-08"			"insurance agent"		"NANAIMO--COWICHAN--THE ISLANDS"	"British Columbia"	11028	22.070566	"Liberal"	"Liberal"	"Liberal"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	0	1	0	0	0
5134	30	1974	"DE BAN�����, Pierre"	"1974-07-08"	1938		"lawyer"		"MATANE"	"Quebec"	11194	67.84242	"Liberal"	"Liberal"	"Liberal"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	1	1	0		0	1	4	0	0	0
30272	30	1974	"VELLONE, L�����on"	"1974-07-08"			"merchant"		"PAPINEAU"	"Quebec"	3740	15.927094	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	0	0	0		0	0	6	0	0	0
5183	30	1974	"DE FAZIO, Bob"	"1974-07-08"			"contractor"		"SAULT STE. MARIE"	"Ontario"	3098	8.215763	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	0	6	0	0	0
9274	30	1974	"HENNESSEY, Thomas"	"1974-07-08"			"farmer"		"PEMBINA"	"Alberta"	4266	9.689069	"New Democratic Party"	"NDP"	"CCF_NDP"	"Liberal Party of Canada"	"Liberal"	"Liberal"	8	1	0	0	0		0	0	8	0	0	0
26667	30	1974	"RHEAUME, Gene"	"1974-07-08"			"consultant"		"SASKATOON--HUMBOLDT"	"Saskatchewan"	11592	24.55464	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	0	4	0	0	0
462	30	1974	"ARNOLD, Bruce"	"1974-07-08"			"journalist"		"SIMCOE NORTH"	"Ontario"	267	0.5666745	"Social Credit Party of Canada"	"Social_Credit"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	0	0	0		0	0	5	0	0	0
22117	30	1974	"MAINE, Frank W."	"1974-07-08"	1937		"professional engineer"		"WELLINGTON"	"Ontario"	18171	46.238995	"Liberal"	"Liberal"	"Liberal"	"Liberal Party of Canada"	"Liberal"	"Liberal"	7	1	1	0	0		0	0	2	0	0	0
4712	30	1974	"CROWLEY, Theresa"	"1974-07-08"			"student"		"KITCHENER"	"Ontario"	146	0.30307433	"Communist Party of Canada"	"Communist"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	5	1	0	0	1		0	0		0	0	0
22055	30	1974	"MADILL, Ellwood"	"1974-07-08"			"life underwriter"		"PEEL--DUFFERIN--SIMCOE"	"Ontario"	22754	38.736145	"Progressive Conservative"	"Conservative"	"Conservative"	"Liberal Party of Canada"	"Liberal"	"Liberal"	6	1	0	1	0		0	0	5	0	0	0
20822	30	1974	"LAXER, Jim"	"1974-07-08"			"university teacher"		"YORK WEST"	"Ontario"	674	1.2706912	"No affiliation to a recognised party"	"Independent"	"Independent"	"Liberal Party of Canada"	"Liberal"	"Liberal"	7	1	0	0	0		0	0	4	0	0	0
866	30	1974	"BARKER, Alex V."	"1974-07-08"			"landscape consultant"		"SURREY--WHITE ROCK"	"British Columbia"	80	0.16234095	"No affiliation to a recognised party"	"Independent"	"Independent"	"Liberal Party of Canada"	"Liberal"	"Liberal"	7	1	0	0	0		0	0	2	0	0	0
9609	30	1974	"HOLTORF, Garry"	"1974-07-08"			"businessman"		"SASKATOON--HUMBOLDT"	"Saskatchewan"	548	1.1607956	"Social Credit Party of Canada"	"Social_Credit"	"Third_Party"	"Liberal Party of Canada"	"Liberal"	"Liberal"	4	1	0	0	0		0	0	1	0	0	0
