id	parliament	year	candidate_name	edate	birth_year	country_birth	occupation	riding_id	riding	province	votes	percent_votes	party_raw	party_minor_group	party_major_group	gov_party_raw	gov_minor_group	gov_major_group	num_candidates	type_elxn	elected	incumbent	gender	lgbtq2_out	indigenousorigins	lawyer	censuscategory	acclaimed	switcher	multiple_candidacy
26093	1	1867	"POWER,"	"1867-08-07"	1815		"merchant"		"HALIFAX"	"Nova Scotia"	2367	26.125828	"Anti-Confederate"	"Third_Party"	"Third_Party"	"Conservative"	"Conservative"	"Conservative"	4	1	1	0	0		0	0	6	0	1	0
13011	1	1867	"JONES,"	"1867-08-07"	1824		"merchant"		"HALIFAX"	"Nova Scotia"	2381	26.280354	"Labour"	"Labour"	"Third_Party"	"Conservative"	"Conservative"	"Conservative"	4	1	1	0	0		0	0	6	0	1	0
27974	1	1867	"SHANNON, S.L."	"1867-08-07"			"lawyer"		"HALIFAX"	"Nova Scotia"	2154	23.774834	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	4	1	0	0	0		0	1	4	0	0	0
18040	1	1867	"KIRKPATRICK, Thomas"	"1867-08-07"	1805		"lawyer"		"FRONTENAC"	"Ontario"	1242	64.18604	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	1	4	0	0	0
1798	1	1867	"BLANCHET, Hon. J.G."	"1867-08-07"	1829		"physician"		"L�����VIS"	"Quebec"		100.0	"Liberal-Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	1	1	1	0	0		0	0	3	1	0	0
28652	1	1867	"SPROAT, A."	"1867-08-07"	1834		"treasurer"		"BRUCE NORTH"	"Ontario"	862	50.291714	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	1	0	0	0
6004	1	1867	"DUFRESNE, A."	"1867-08-07"					"IBERVILLE"	"Quebec"	504	32.74854	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
9180	1	1867	"HEATH, Edmund"	"1867-08-07"	1813		"crown lands agent"		"PONTIAC"	"Quebec"		100.0	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	1	1	1	0	0		0	0	4	1	0	0
26033	1	1867	"POULIN,"	"1867-08-07"			"physician"		"ROUVILLE"	"Quebec"	824	40.0	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0	0	3	0	0	0
20986	1	1867	"LEEMING,"	"1867-08-07"					"BRANT SOUTH"	"Ontario"	1090	46.44227	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
27272	1	1867	"ROUSSEAU,"	"1867-08-07"					"NICOLET"	"Quebec"	499	31.803696	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
5339	1	1867	"D�����SAULNIERS, Louis-L�����on Lesieur"	"1867-08-07"	1823		"physician"		"SAINT MAURICE"	"Quebec"		100.0	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	1	1	1	0	0		0	0	3	1	0	0
27668	1	1867	"SAVARY, A.W."	"1867-08-07"	1831		"lawyer"		"DIGBY"	"Nova Scotia"	792	47.97093	"Anti-Confederate"	"Third_Party"	"Third_Party"	"Conservative"	"Conservative"	"Conservative"	3	1	1	0	0		0	1	4	0	1	0
20113	1	1867	"LABERGE,"	"1867-08-07"			"lawyer"		"ST. JOHN'S"	"Quebec"	600	46.296295	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0	1	4	0	0	0
7813	1	1867	"GIBBS, Thomas Nicholson"	"1867-08-07"	1821		"merchant"		"ONTARIO SOUTH"	"Ontario"	1292	51.37177	"Liberal-Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	6	0	0	0
29682	1	1867	"TILLEY, Hon. Samuel Leonard"	"1867-08-07"	1818		"druggist"		"CITY OF ST. JOHN"	"New Brunswick"	1402	69.68191	"Liberal-Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	3	0	0	0
24179	1	1867	"MORRISON, John"	"1867-08-07"	1818		"merchant"		"VICTORIA NORTH"	"Ontario"	687	63.027523	"Liberal"	"Liberal"	"Liberal"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	6	0	0	0
8133	1	1867	"GORDON,"	"1867-08-07"					"PETERBOROUGH WEST"	"Ontario"	652	48.912228	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
5349	1	1867	"DES BRISAY,"	"1867-08-07"					"KENT"	"New Brunswick"	757	35.673893	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	4	1	0	0	0		0			0	0	0
26640	1	1867	"RENAUD, Auguste"	"1867-08-07"	1835		"farmer"		"KENT"	"New Brunswick"	876	41.28181	"Liberal"	"Liberal"	"Liberal"	"Conservative"	"Conservative"	"Conservative"	4	1	1	0	0		0	0	8	0	0	0
27632	1	1867	"SAUNDERS,"	"1867-08-07"					"SIMCOE SOUTH"	"Ontario"	1055	42.781834	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
5468	1	1867	"DEVLIN, Bernard"	"1867-08-07"			"journalist"		"MONTREAL WEST"	"Quebec"	2478	48.088493	"Liberal"	"Liberal"	"Liberal"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0	0	5	0	0	0
30809	1	1867	"WELLS, James Pearson"	"1867-08-07"	1822		"farmer"		"YORK NORTH"	"Ontario"		100.0	"Liberal"	"Liberal"	"Liberal"	"Conservative"	"Conservative"	"Conservative"	1	1	1	0	0		0	0	8	1	0	0
838	1	1867	"BARBER,"	"1867-08-07"					"PEEL"	"Ontario"	1076	48.59982	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
2578	1	1867	"BROUSSEAU, Jean-Docile"	"1867-08-07"	1825		"printer"		"PORTNEUF"	"Quebec"	1027	58.82016	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	3	1	1	0	0		0	0	6	0	0	0
22558	1	1867	"MASSON, L.H."	"1867-08-07"	1811		"physician"		"SOULANGES"	"Quebec"	729	60.800667	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	3	0	0	0
30532	1	1867	"WALLACE, John"	"1867-08-07"	1812		"farmer"		"ALBERT"	"New Brunswick"	778	52.14477	"Liberal"	"Liberal"	"Liberal"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	8	0	0	0
25644	1	1867	"PERRY, Charles"	"1867-08-07"	1818		"lumber dealer"		"PETERBOROUGH WEST"	"Ontario"	681	51.087772	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	6	0	0	0
25163	1	1867	"PAQUET, Anselme Hom�����re"	"1867-08-07"	1830		"physician"		"BERTHIER"	"Quebec"	1131	50.808624	"Liberal"	"Liberal"	"Liberal"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	3	0	0	0
2165	1	1867	"BOURASSA, Fran�����ois"	"1867-08-07"	1813		"militia captain"		"ST. JOHN'S"	"Quebec"	696	53.703705	"Liberal"	"Liberal"	"Liberal"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	0	0	0	0
26257	1	1867	"PROVENCHER, Joseph Albert Norbert"	"1867-08-07"			"editor"		"YAMASKA"	"Quebec"	760	48.811817	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0	0	5	0	0	0
6697	1	1867	"FERGUSON, Thomas Roberts"	"1867-08-07"	1818		"merchant"		"CARDWELL"	"Ontario"	1155	51.724136	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	6	0	0	0
22799	1	1867	"MCCONKEY, Thomas David"	"1867-08-07"	1815		"merchant"		"SIMCOE NORTH"	"Ontario"		100.0	"Liberal"	"Liberal"	"Liberal"	"Conservative"	"Conservative"	"Conservative"	1	1	1	0	0		0	0	6	1	0	0
98	1	1867	"AIKINS,"	"1867-08-07"					"TORONTO EAST"	"Ontario"	980	46.80038	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	3	1	0	0	0		0			0	0	0
21365	1	1867	"LITTLE, William Carruthers"	"1867-08-07"	1820		"farmer"		"SIMCOE SOUTH"	"Ontario"	1411	57.218166	"Liberal-Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	8	0	0	0
27034	1	1867	"ROBITAILLE, Th�����odore"	"1867-08-07"	1834		"physician"		"BONAVENTURE"	"Quebec"	1018	69.630646	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	3	0	0	0
26440	1	1867	"RANKIN, A."	"1867-08-07"					"ESSEX"	"Ontario"	1432	49.87809	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
20767	1	1867	"LAVIOLETTE,"	"1867-08-07"					"NAPIERVILLE"	"Quebec"	344	28.150574	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
15093	1	1867	"KEMPT, George"	"1867-08-07"	1821		"lumber dealer"		"VICTORIA SOUTH"	"Ontario"	1001	55.54939	"Liberal"	"Liberal"	"Liberal"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	6	0	0	0
5943	1	1867	"DUBORD,"	"1867-08-07"					"PORTNEUF"	"Quebec"	1	0.057273768	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	3	1	0	0	0		0			0	0	0
30745	1	1867	"WEBB, William Hoste"	"1867-08-07"	1820		"lawyer"		"RICHMOND--WOLFE"	"Quebec"	1137	55.735294	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	1	4	0	0	0
25348	1	1867	"PATRICK,"	"1867-08-07"					"GRENVILLE SOUTH"	"Ontario"	730	44.812767	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
1500	1	1867	"BERTRAND, Charles-Fr�����deric-Adolphe"	"1867-08-07"	1824		"merchant"		"T�����MISCOUATA"	"Quebec"		100.0	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	1	1	1	0	0		0	0	6	1	0	0
8807	1	1867	"HAM,"	"1867-08-07"					"ADDINGTON"	"Ontario"	0	0.0	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	7	1	0	0	0		0			0	0	0
21727	1	1867	"MACDONALD, Rt. Hon. Sir John A."	"1867-08-07"	1815		"lawyer"		"KINGSTON"	"Ontario"	735	83.80844	"Liberal-Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	1	4	0	0	0
624	1	1867	"AULT, S."	"1867-08-07"	1814		"warden"		"STORMONT"	"Ontario"	955	72.45827	"Liberal-Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	0	0	0	0
28370	1	1867	"SMITH, Hon. Albert James"	"1867-08-07"	1822		"lawyer"		"WESTMORLAND"	"New Brunswick"	2207	82.93874	"Liberal"	"Liberal"	"Liberal"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	1	4	0	0	0
387	1	1867	"ARCHAMBAULT, Hon. P.U."	"1867-08-07"			"merchant"		"L'ASSOMPTION"	"Quebec"	665	42.546387	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0	0	6	0	0	0
25981	1	1867	"POPE, Hon. J.H."	"1867-08-07"	1824		"investor and promoter"		"COMPTON"	"Quebec"		100.0	"Liberal-Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	1	1	1	0	0		0	0	1	1	0	0
9413	1	1867	"HIGGINSON,"	"1867-08-07"					"PRESCOTT"	"Ontario"	130	9.737827	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
9742	1	1867	"HOWE, Hon. Joseph"	"1867-08-07"	1804		"editor"		"HANTS"	"Nova Scotia"	1530	61.54465	"Anti-Confederate"	"Third_Party"	"Third_Party"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	5	0	1	0
25287	1	1867	"PARMELEE,"	"1867-08-07"					"SHEFFORD"	"Quebec"	991	42.937607	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
4080	1	1867	"COCKBURN, Hon. James"	"1867-08-07"	1819		"lawyer"		"NORTHUMBERLAND WEST"	"Ontario"		100.0	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	1	1	1	0	0		0	1	4	1	0	0
3472	1	1867	"CAUCHON, Hon. Joseph"	"1867-08-07"	1816		"lawyer"		"MONTMORENCY"	"Quebec"		100.0	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	1	1	1	0	0		0	1	4	1	0	0
25741	1	1867	"PHILLIPS, John"	"1867-08-07"					"RESTIGOUCHE"	"New Brunswick"	259	41.17647	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
22901	1	1867	"MCDONALD, E.M."	"1867-08-07"	1825		"editor"		"LUNENBURG"	"Nova Scotia"	1557	63.24127	"Anti-Confederate"	"Third_Party"	"Third_Party"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	5	0	1	0
3489	1	1867	"CAYLEY, Michael"	"1867-08-07"	1842		"lawyer"		"BEAUHARNOIS"	"Quebec"	724	51.166077	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	1	4	0	0	0
30547	1	1867	"WALLBRIDGE,"	"1867-08-07"					"HASTINGS NORTH"	"Ontario"	636	40.638977	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	3	1	0	0	0		0			0	0	0
1276	1	1867	"BELL,"	"1867-08-07"					"RUSSELL"	"Ontario"	695	34.95976	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
21670	1	1867	"MACDONALD,"	"1867-08-07"			"businessman"		"WEST TORONTO"	"Ontario"	1048	41.50495	"Independent Liberal"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0	0	1	0	0	0
7485	1	1867	"GALT, Hon. Alexander Tilloch"	"1867-08-07"	1817		"businessman"		"SHERBROOKE (TOWN OF)"	"Quebec"		100.0	"Liberal-Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	1	1	1	0	0		0	0	1	1	0	0
29322	1	1867	"TASCHEREAU,"	"1867-08-07"					"BEAUCE"	"Quebec"	629	34.77059	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
22557	1	1867	"MASSON, Louis-Fran�����ois-Rodrigue"	"1867-08-07"	1833		"lawyer"		"TERREBONNE"	"Quebec"		100.0	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	1	1	1	0	0		0	1	4	1	0	0
28241	1	1867	"SINCLAIR,"	"1867-08-07"					"STORMONT"	"Ontario"	363	27.541729	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
4119	1	1867	"COLBY, Charles C."	"1867-08-07"	1827		"lawyer"		"STANSTEAD"	"Quebec"	814	56.923077	"Liberal-Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	1	4	0	0	0
22561	1	1867	"MASSUE,"	"1867-08-07"					"VERCH�����RES"	"Quebec"	740	47.103756	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
22745	1	1867	"MCCALLUM, Lachlin"	"1867-08-07"	1823		"shipbuilding contractor"		"MONCK"	"Ontario"	1126	56.38458	"Liberal-Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	7	0	0	0
17029	1	1867	"KIERZKOWSKI, Hon. A.E."	"1867-08-07"	1816		"engineer"		"ST. HYACINTHE"	"Quebec"	1107	54.371315	"Liberal"	"Liberal"	"Liberal"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	2	0	0	0
5739	1	1867	"DORION, Hon. Antoine Aim�����"	"1867-08-07"	1818		"lawyer"		"HOCHELAGA"	"Quebec"	1312	50.44214	"Liberal"	"Liberal"	"Liberal"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	1	4	0	0	0
12030	1	1867	"JOHNSON, Hon. John M."	"1867-08-07"	1818		"lawyer"		"NORTHUMBERLAND"	"New Brunswick"	1226	61.825516	"Liberal"	"Liberal"	"Liberal"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	1	4	0	0	0
4664	1	1867	"CROKE, William Joseph"	"1867-08-07"	1840		"lawyer"		"RICHMOND"	"Nova Scotia"	545	66.14078	"Anti-Confederate"	"Third_Party"	"Third_Party"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	1	4	0	0	0
27243	1	1867	"ROSS, William"	"1867-08-07"	1824		"commission merchant"		"VICTORIA"	"Nova Scotia"		100.0	"Anti-Confederate"	"Third_Party"	"Third_Party"	"Conservative"	"Conservative"	"Conservative"	1	1	1	0	0		0	0	1	1	1	0
8001	1	1867	"GLASS,"	"1867-08-07"					"BOTHWELL"	"Ontario"	1224	47.868595	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
6008	1	1867	"DUFRESNE, Joseph"	"1867-08-07"	1805		"notary"		"MONTCALM"	"Quebec"		100.0	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	1	1	1	0	0		0	1	4	1	0	0
28986	1	1867	"STIRTON, David"	"1867-08-07"	1816		"magistrate"		"WELLINGTON SOUTH"	"Ontario"	963	59.628483	"Liberal"	"Liberal"	"Liberal"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	1	4	0	0	0
7071	1	1867	"FORTIN, Peter"	"1867-08-07"	1823		"physician"		"GASP�����"	"Quebec"		100.0	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	1	1	1	0	0		0	0	3	1	0	0
3062	1	1867	"CAMERON, Hugh"	"1867-08-07"	1836		"physician"		"INVERNESS"	"Nova Scotia"	1186	66.36822	"Anti-Confederate"	"Third_Party"	"Third_Party"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	3	0	1	0
7800	1	1867	"GIBB,"	"1867-08-07"					"OTTAWA (CITY OF)"	"Ontario"	25	2.4875622	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	6	1	0	0	0		0			0	0	0
5631	1	1867	"DOBBIE, Thomas William"	"1867-08-07"	1829		"land surveyor"		"ELGIN EAST"	"Ontario"	1492	51.913708	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	2	0	0	0
24346	1	1867	"MUNROE, J.H."	"1867-08-07"	1820		"real estate agent and broker"		"ELGIN WEST"	"Ontario"	970	55.875576	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	6	0	0	0
26928	1	1867	"ROBERTSON,"	"1867-08-07"					"WENTWORTH SOUTH"	"Ontario"	988	49.32601	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
338	1	1867	"ANNAND, William"	"1867-08-07"					"CUMBERLAND"	"Nova Scotia"	1271	48.16218	"Anti-Confederate"	"Third_Party"	"Third_Party"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
5717	1	1867	"DONOVAN,"	"1867-08-07"					"RICHMOND"	"Nova Scotia"	279	33.859222	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
23250	1	1867	"MCLEAN,"	"1867-08-07"					"HASTINGS NORTH"	"Ontario"	1	0.063897766	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	3	1	0	0	0		0			0	0	0
8608	1	1867	"GUEST,"	"1867-08-07"					"PERTH SOUTH"	"Ontario"	1393	48.317726	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
2266	1	1867	"BOWMAN, Isaac Erb"	"1867-08-07"	1832		"businessman"		"WATERLOO NORTH"	"Ontario"		100.0	"Liberal"	"Liberal"	"Liberal"	"Conservative"	"Conservative"	"Conservative"	1	1	1	0	0		0	0	1	1	0	0
7590	1	1867	"GAUDET, Joseph"	"1867-08-07"	1818		"farmer"		"NICOLET"	"Quebec"	1070	68.196304	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	8	0	0	0
675	1	1867	"BABY, Louis Fran�����ois George"	"1867-08-07"			"lawyer"		"JOLIETTE"	"Quebec"	862	48.426968	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0	1	4	0	0	0
1616	1	1867	"BILLINGTON,"	"1867-08-07"					"MIDDLESEX WEST"	"Ontario"	1044	49.54912	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
3165	1	1867	"CAMPBELL, Stewart"	"1867-08-07"	1812		"lawyer"		"GUYSBOROUGH"	"Nova Scotia"		100.0	"Anti-Confederate"	"Third_Party"	"Third_Party"	"Conservative"	"Conservative"	"Conservative"	1	1	1	0	0		0	1	4	1	1	0
26446	1	1867	"RANKIN, John"	"1867-08-07"	1817		"merchant"		"RENFREW NORTH"	"Ontario"	613	53.77193	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	6	0	0	0
1318	1	1867	"BELLEROSE, Joseph-Hyacinthe"	"1867-08-07"	1820		"businessman"		"LAVAL"	"Quebec"		100.0	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	1	1	1	0	0		0	0	1	1	0	0
1017	1	1867	"BEAMISH,"	"1867-08-07"					"DURHAM EAST"	"Ontario"	451	28.454258	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
30675	1	1867	"WATSON,"	"1867-08-07"					"MIDDLESEX NORTH"	"Ontario"	874	35.256153	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
2271	1	1867	"BOWN, John Young"	"1867-08-07"	1821		"physician"		"BRANT NORTH"	"Ontario"	672	50.074516	"Liberal-Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	3	0	0	0
29611	1	1867	"THOMPSON, Robert"	"1867-08-07"					"CHARLOTTE"	"New Brunswick"	918	43.058163	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
6586	1	1867	"FARLEY,"	"1867-08-07"					"HASTINGS EAST"	"Ontario"	457	29.164007	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
9760	1	1867	"HOWLAND, Hon. William Pierce,"	"1867-08-07"	1811		"businessman"		"YORK WEST"	"Ontario"	810	73.17073	"Liberal-Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	3	1	1	0	0		0	0	1	0	0	0
3775	1	1867	"CHISHOLM,"	"1867-08-07"					"HALTON"	"Ontario"	1289	47.54703	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
4387	1	1867	"COSTIGAN, Hon. John"	"1867-08-07"	1835		"judge"		"VICTORIA"	"New Brunswick"	778	57.930008	"Liberal-Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	4	1	1	0	0		0	1	4	0	0	0
23011	1	1867	"MCGILLIVRAY,"	"1867-08-07"					"OTTAWA (CITY OF)"	"Ontario"	5	0.49751243	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	6	1	0	0	0		0			0	0	0
25728	1	1867	"PHILIPS,"	"1867-08-07"			"physician"		"CARDWELL"	"Ontario"	1078	48.275864	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0	0	3	0	0	0
4489	1	1867	"COUPAL, DIT LA REINE, Sixte"	"1867-08-07"	1825		"farmer"		"NAPIERVILLE"	"Quebec"	878	71.84943	"Liberal"	"Liberal"	"Liberal"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	8	0	0	0
30919	1	1867	"WHITE, John"	"1867-08-07"	1811		"lumber merchant"		"HALTON"	"Ontario"	1422	52.45297	"Liberal"	"Liberal"	"Liberal"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	9	0	0	0
269	1	1867	"ANDERSON,"	"1867-08-07"					"PETERBOROUGH EAST"	"Ontario"	644	40.25	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
22989	1	1867	"MCFIE,"	"1867-08-07"					"MIDDLESEX EAST"	"Ontario"	1756	48.08324	"Independent"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
22627	1	1867	"MATTICE,"	"1867-08-07"					"CORNWALL"	"Ontario"	295	39.544235	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	2	1	0	0	0		0			0	0	0
3406	1	1867	"CASAULT, Napol�����on"	"1867-08-07"	1823		"lawyer"		"BELLECHASSE"	"Quebec"	983	59.431683	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	1	4	0	0	0
23377	1	1867	"MCMILLAN, Hon. John"	"1867-08-07"	1816		"merchant"		"RESTIGOUCHE"	"New Brunswick"	370	58.82353	"Liberal"	"Liberal"	"Liberal"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	6	0	0	0
8762	1	1867	"HALL,"	"1867-08-07"					"BRUCE SOUTH"	"Ontario"	5	0.14679976	"Unknown"	"Independent"	"Independent"	"Conservative"	"Conservative"	"Conservative"	3	1	0	0	0		0			0	0	0
27967	1	1867	"SHANLY, Walter"	"1867-08-07"	1817		"civil engineer"		"GRENVILLE SOUTH"	"Ontario"	899	55.187233	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	"Conservative"	2	1	1	0	0		0	0	2	0	0	0
